id,sitzung,wahlperiode,in_writing,sequence,text,speaker_cleaned,speaker_fp,filename,speaker,speaker_party,type
55645,23,17,0,0,"Die Sitzung ist eröffnet. Ich bitte Sie, Platz zu nehmen, liebe Kolleginnen und Kollegen.

Ich rufe Tagesordnungspunkt 1 auf:

Befragung der Bundesregierung

Die Bundesregierung hat als Thema der heutigen Kabinettssitzung mitgeteilt: Gesetzentwurf und Verordnung zur Umsetzung der Dienstleistungsrichtlinie auf dem Gebiet des Umweltrechts.

Das Wort für den einleitenden fünfminütigen Bericht hat die Parlamentarische Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit, Frau Ursula Heinen-Esser. Bitte schön.",Petra Pau,,data/txt/17023.txt,Vizepräsidentin Petra Pau,,chair
55646,23,17,0,1,"Frau Präsidentin! Meine lieben Kolleginnen und Kollegen! Wir haben heute den Gesetzentwurf und die Verordnung zur Umsetzung der Dienstleistungsrichtlinie auf dem Gebiet des Umweltrechts beschlossen. Im Klartext geht es dabei um die Arbeit von Sachverständigen im Umweltrecht. Es werden verschiedene Rechtsänderungen eingeführt: die Möglichkeit optionaler Abwicklungen von Verfahren über einheitliche Ansprechpartner, die Möglichkeit einer elektronischen Verfahrensabwicklung und die Regelung über die bundesweite Geltung von Bekanntgaben bzw. Anerkennung ausländischer Dokumente von Sachverständigen.

Lassen Sie mich zwei wesentliche Punkte ansprechen. Erstens. Im Umweltrecht werden - das ist auch auf anderen Rechtsgebieten üblich - Sachverständige eingesetzt, die zum Beispiel für Behörden Überprüfungen in Unternehmen vornehmen. Besonders wichtig sind etwa Emissionsmessungen in Industrieanlagen, aber auch die Überprüfung und Kontrolle von Solarien. Die auf Grundlage dieser Überprüfungen gesammelten Erkenntnisse werden von den Unternehmen an die Behörden weitergegeben.

In Deutschland sind insgesamt rund 2 000 Sachverständige im Bereich des Umweltrechts tätig. Wir sind davon überzeugt, dass wir mit dieser Dienstleistungsrichtlinie - es geht nicht nur darum, dass in Zukunft EU-Ausländer als Sachverständige in Deutschland arbeiten können, sondern auch darum, dass die deutschen Sachverständigen für Umweltrecht im EU-Ausland arbeiten können - ein großes wirtschaftliches Potenzial für unsere Sachverständigen erschließen.

Vergleichbares haben wir mittels spezieller europäischer Regelungen im Bereich der Umweltgutachter im Jahr 1995 erreicht. Unsere Umweltgutachter sind im europäischen Ausland sehr gefragt. Wir gehen davon aus, dass es bei den Sachverständigen für Umweltrecht ähnlich sein wird. Selbstverständlich muss gelten: Wenn unsere Sachverständigen im europäischen Ausland tätig sind, dann müssen wir EU-ausländische Sachverständige bei uns zulassen.

Bei der Erstellung der Richtlinie ist vielfach darüber diskutiert worden, ob das zu einer Absenkung von Umweltstandards führen kann. Nein, das ist nicht der Fall; denn wir haben besondere Regelungen in die Richtlinie aufgenommen. Sachverständige, egal ob Inländer oder Ausländer, müssen über entsprechende Qualifikationen verfügen und die Nachweise erbringen, dass sie ihre Tätigkeit ausüben können. Ansonsten werden sie weder in Deutschland noch in anderen Ländern bekannt gegeben. Das hat etwas damit zu tun, dass der Sachverständige stellvertretend für den Staat die Letztverantwortung für den Schutz der Umwelt trägt.

Zweitens. Mit der Einsetzung dieser Richtlinie gibt es eine Vereinfachung im deutschen Recht, weil eine Bekanntgabe der Sachverständigen künftig bundesweit möglich ist. Zurzeit ist es so, dass Sachverständige ihre Zulassung bei einer Landesbehörde eines Bundeslandes beantragen können. Wenn sie Glück haben, gilt die Zulassung auch in einem anderen Bundesland. In der Regel ist das aber nicht der Fall. Mit der Umsetzung der Dienstleistungsrichtlinie im Bereich des Umweltrechts erreichen wir, dass die Sachverständigen zukünftig bundesweit eine Zulassung erhalten können. Das bedeutet eine erhebliche Vereinfachung für die Sachverständigen.

Um es salopp auszudrücken: Wir haben zwei Fliegen mit einer Klappe geschlagen. Wir haben zwei Ziele erreicht, nämlich erstens die gegenseitige Anerkennung der Sachverständigen in Deutschland und im europäischen Ausland sowie zweitens die Vereinfachung der Verfahren bei uns in Deutschland.",Ursula Heinen-Esser,,data/txt/17023.txt,"Ursula Heinen-Esser, Parl. Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,speech
55647,23,17,0,2,"Danke, Frau Staatssekretärin. - Zur ersten Frage hat der Kollege Gebhart das Wort.",Petra Pau,,data/txt/17023.txt,Vizepräsidentin Petra Pau,,chair
55648,23,17,0,3,"Frau Staatssekretärin, Sie haben diesen Punkt zwar schon gestreift, aber ich habe dennoch eine Frage dazu: Besteht aus Sicht der Bundesregierung die Gefahr einer Abschwächung deutscher Umweltschutzstandards aufgrund der Dienstleistungsrichtlinie, die jetzt umzusetzen ist?",Dr. Thomas Gebhart,,data/txt/17023.txt,Dr. Thomas Gebhart (CDU/CSU),cducsu,speech
55649,23,17,0,4,"Kollege Gebhart, wie ich eingangs schon gesagt habe, müssen die Sachverständigen, die bei uns zugelassen werden wollen, ihre Qualifikationen nachweisen. Das muss nachprüfbar sein. Im Einzelfall kann das sogar so weit gehen, dass man die Vorlage beglaubigter Übersetzungen der Dokumente verlangt. Allerdings muss auch klar sein, dass die Bekanntgabe bzw. Zulassung von Sachverständigen nicht zu Diskriminierungen führen darf. Das müssen wir im Auge behalten.

Wir haben dafür gesorgt - auch das ist ein Erfolg der deutschen Verhandlungsstrategie -, dass wegen der besonderen Verantwortung der Umweltrechtssachverständigen für den Schutz der Umwelt - ich nenne noch einmal das Stichwort „Emissionsmessungen in Industrieanla-gen“ - besondere Regelungen in der Dienstleistungsrichtlinie enthalten sind. Es wird nicht einfach genehmigt oder zugelassen. Die entsprechenden Anforderungen müssen erfüllt werden.",Ursula Heinen-Esser,,data/txt/17023.txt,"Ursula Heinen-Esser, Parl. Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,speech
55650,23,17,0,5,Zu einer nächsten Frage hat der Kollege Sensburg das Wort.,Petra Pau,,data/txt/17023.txt,Vizepräsidentin Petra Pau,,chair
55651,23,17,0,6,"Frau Staatssekretärin, ich habe eine Frage, die sich um den Anwendungsbereich der Richtlinie dreht. Es gibt im Gemeinschaftsrecht spezielle Rechtsakte, die möglicherweise vorgehen. Meine Frage ist: Fallen bestimmte Bereiche des Umweltrechts aus dem Anwendungsbereich der Dienstleistungsrichtlinie heraus?",Dr. Patrick Sensburg,,data/txt/17023.txt,Dr. Patrick Sensburg (CDU/CSU),cducsu,speech
55652,23,17,0,7,"Die Frage lässt sich sehr eindeutig beantworten. Es handelt sich um die Tätigkeiten, die in speziellen Gemeinschaftsrechtsakten geregelt sind. Darauf haben Sie schon in Ihrer Frage hingewiesen. Ich habe in meiner Einführung auf die Umweltgutachter hingewiesen, deren Tätigkeit im Jahr 1995 auf europäischer Ebene gesondert eingeführt worden ist. Das gilt aber auch allgemein für die Anerkennung von Berufsqualifikationen, beispielsweise wenn die Berufsanerkennungsrichtlinie Anwendung findet. Aber es sind auch nicht spezifisch dienstleistungsbezogene Anforderungen ausgenommen. Das gilt zum Beispiel, wenn es sich um anlagenbezogene Genehmigungsregelungen handelt, etwa um Abwasserbehandlungsanlagen oder Ähnliches. Auch dies ist nicht Teil der Richtlinie.",Ursula Heinen-Esser,,data/txt/17023.txt,"Ursula Heinen-Esser, Parl. Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,speech
55653,23,17,0,8,Die nächste Frage stellt die Kollegin Kudla.,Petra Pau,,data/txt/17023.txt,Vizepräsidentin Petra Pau,,chair
55654,23,17,0,9,"Frau Staatssekretärin, können deutsche Unternehmen, denen Dienstleistungen hier angeboten werden, sicher sein, dass ausländische Sachverständige dieselbe Qualifikation haben wie ihre Kollegen im Inland?",Bettina Kudla,,data/txt/17023.txt,Bettina Kudla (CDU/CSU),cducsu,speech
55655,23,17,0,10,"Ja, da können sie sicher sein, sofern es sich um offiziell bekannt gegebene, zugelassene Sachverständige handelt. Ich habe eben schon ausgeführt, dass es entscheidend ist, dass die Qualifikationen nachgewiesen und der zuständigen Landesbehörde angezeigt werden, die die Erfüllung der Anforderungen überprüft. Wenn dies alles erfolgt ist, der Sachverständige also offiziell bekannt gegeben ist, dann können deutsche Unternehmen sicher sein, dass diese Sachverständigen aus dem EU-Ausland die erforderlichen Qualifikationen besitzen.",Ursula Heinen-Esser,,data/txt/17023.txt,"Ursula Heinen-Esser, Parl. Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,speech
55656,23,17,0,11,Der Kollege Liebing hat das Wort für eine weitere Frage.,Petra Pau,,data/txt/17023.txt,Vizepräsidentin Petra Pau,,chair
55657,23,17,0,12,"Vielen Dank, Frau Präsidentin. - Frau Staatssekretärin, wir haben jetzt darüber gesprochen, dass ausländische Sachverständige in Deutschland tätig werden können. Im Umkehrschluss bedeutet das, dass natürlich auch deutsche Sachverständige im EU-Ausland tätig werden können. Gibt es dafür besondere Anforderungen? Wie kann ein Sachverständiger diesen sich entwickelnden Markt aktiv nutzen? Muss er warten, bis ihn andere Unternehmen von sich aus anfordern?",Ingbert Liebing,,data/txt/17023.txt,Ingbert Liebing (CDU/CSU),cducsu,speech
55658,23,17,0,13,"Um Ihre letzte Frage zuerst zu beantworten, Kollege Liebing: Nein, ein deutscher Sachverständiger muss nicht darauf warten, dass er angefordert wird. Es gibt eine Plattform über die Europäische Union, bei der er sich informieren kann. Er kann somit selber aktiv werden, um in anderen Mitgliedstaaten der Europäischen Union zu arbeiten.

Wir haben innerhalb der Europäischen Union das Verfahren der einheitlichen Ansprechpartner gewählt. Das heißt, in jedem Mitgliedstaat muss es diesen sogenannten einheitlichen Ansprechpartner geben. An diesen wendet sich der Sachverständige. Dieser wird ihn an die zuständigen Behörden des jeweiligen Landes weitervermitteln. Dort kann er zugelassen werden und dann entsprechend tätig werden.

Ich denke, das wird für unsere wirklich guten Sachverständigen im Umweltrecht, die über eine ganze Menge Erfahrungen und Know-how verfügen, eine Möglichkeit sein, zusätzlich im Ausland tätig zu werden, wie das auch bei den Umweltgutachtern der Fall ist.",Ursula Heinen-Esser,,data/txt/17023.txt,"Ursula Heinen-Esser, Parl. Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,speech
55659,23,17,0,14,Vielen Dank!,Ingbert Liebing,,data/txt/17023.txt,Ingbert Liebing [CDU/CSU],cducsu,poi
55660,23,17,0,15,,Ursula Heinen-Esser,,data/txt/17023.txt,"Ursula Heinen-Esser, Parl. Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,speech
55661,23,17,0,16,"Weitere Wortmeldungen zu diesem Bericht liegen mir nicht vor. Danke, Frau Staatssekretärin.

Die Kollegin Dr. Enkelmann hat eine Frage zu weiteren Themen der heutigen Kabinettssitzung. Bitte.",Petra Pau,,data/txt/17023.txt,Vizepräsidentin Petra Pau,,chair
55662,23,17,0,17,"Genau. Zumindest will ich nachfragen, ob sich das Kabinett mit der folgenden Angelegenheit befasst hat. Wie jetzt bekannt wurde, hat der Außenminister vor einiger Zeit einen bezahlten Vortrag bei einer Liechtensteiner Bank gehalten, die inzwischen im Zusammenhang mit Schwarzgeldkonten deutscher Steuerhinterzieher bekannt geworden ist. Hat sich das Kabinett mit dieser Frage beschäftigt?",Dr. Dagmar Enkelmann,,data/txt/17023.txt,Dr. Dagmar Enkelmann (DIE LINKE),linke,speech
55663,23,17,0,18,Das Wort hat der Staatsminister von Klaeden.,Petra Pau,,data/txt/17023.txt,Vizepräsidentin Petra Pau,,chair
55664,23,17,0,19,Nein.,Eckart von Klaeden,,data/txt/17023.txt,"Eckart von Klaeden, Staatsminister bei der Bundeskanzlerin",,speech
55665,23,17,0,20,Kann ich noch eine Nachfrage stellen?,Dr. Dagmar Enkelmann,,data/txt/17023.txt,Dr. Dagmar Enkelmann (DIE LINKE),linke,speech
55666,23,17,0,21,Sie dürfen.,Petra Pau,,data/txt/17023.txt,Vizepräsidentin Petra Pau,,chair
55667,23,17,0,22,"Bei den veröffentlichungspflichtigen Angaben aus der letzten Wahlperiode tauchen bei dem Außenminister mehrere Funktionen in Unternehmen auf, etwa Versicherungen, Deutsche Vermögensberatung, Hamburg-Mannheimer, Consulting-Firmen usw. Hat sich das Kabinett damit befasst, ob diese Funktionen möglicherweise immer noch ausgeübt werden? Sanktioniert das Kabinett diese Funktionen?",Dr. Dagmar Enkelmann,,data/txt/17023.txt,Dr. Dagmar Enkelmann (DIE LINKE),linke,speech
55668,23,17,0,23,"Nein, das Kabinett hat sich damit nicht befasst. Frau Kollegin Enkelmann, ich halte das für eine unzulässige Frage, denn zu diesem Zeitpunkt hat der Kollege Westerwelle der Bundesregierung nicht angehört. Sie versuchen, hier eine Auskunft der Bundesregierung über die Nebentätigkeiten von Herrn Westerwelle aus seiner Zeit als Abgeordneter in der letzten Legislaturperiode zu erlangen. Das ist eine klassische Dreiecksfrage. Ich verweise Sie daher auf die entsprechenden Entscheidungen zu unserer Geschäftsordnung.",Eckart von Klaeden,,data/txt/17023.txt,"Eckart von Klaeden, Staatsminister bei der Bundeskanzlerin",,speech
55669,23,17,0,24,Diese Funktionen hat er heute nicht mehr?,Dr. Dagmar Enkelmann,,data/txt/17023.txt,Dr. Dagmar Enkelmann [DIE LINKE],linke,poi
