id,sitzung,wahlperiode,in_writing,sequence,text,speaker_cleaned,speaker_fp,filename,speaker,speaker_party,type
107430,52,17,0,0,"Guten Morgen, liebe Kolleginnen und Kollegen! Die Sitzung ist eröffnet.

Ich rufe die Tagesordnungspunkte 19 a bis 19 c auf:

a)	Zweite und dritte Beratung des von den Fraktionen der CDU/CSU und der FDP eingebrachten Entwurfs eines Gesetzes zur Vorbeugung gegen missbräuchliche Wertpapier- und Derivategeschäfte

- Drucksache 17/1952 -

Beschlussempfehlung und Bericht des Finanzausschusses (7. Ausschuss)

- Drucksache 17/2336 -

Berichterstattung:

Abgeordnete Ralph Brinkhaus

Manfred Zöllmer

Björn Sänger

Dr. Barbara Höll

b)	Beratung der Beschlussempfehlung und des Berichts des Finanzausschusses (7. Ausschuss) zu dem Antrag der Abgeordneten Michael Schlecht, Sahra Wagenknecht, Dr. Herbert Schui, weiterer Abgeordneter und der Fraktion DIE LINKE

Banken regulieren - Spekulationsblasen verhindern

- Drucksachen 17/1151, 17/2336 -

Berichterstattung:

Abgeordnete Ralph Brinkhaus

Manfred Zöllmer

Björn Sänger

Dr. Barbara Höll

c)	Beratung der Beschlussempfehlung und des Berichts des Finanzausschusses (7. Ausschuss) zu dem Antrag der Abgeordneten Sahra Wagenknecht, Michael Schlecht, Dr. Barbara Höll, weiterer Abgeordneter und der Fraktion DIE LINKE

Kreditausfallversicherungen (CDS) und deren Handel vollständig verbieten

- Drucksachen 17/1733, 17/2097 -

Berichterstattung:

Abgeordnete Ralph Brinkhaus

Harald Koch

Nach einer interfraktionellen Vereinbarung ist für die Aussprache eine Stunde vorgesehen. - Ich höre keinen Widerspruch. Dann ist das so beschlossen.

Ich eröffne die Aussprache und erteile dem Kollegen Dautzenberg von der CDU/CSU-Fraktion das Wort.",Dr. h. c. Wolfgang Thierse,,data/txt/17052.txt,Vizepräsident Dr. h. c. Wolfgang Thierse,,chair
107431,52,17,0,1,Beifall bei der CDU/CSU und der FDP,,,data/txt/17052.txt,,,poi
107432,52,17,0,2,,Dr. h. c. Wolfgang Thierse,,data/txt/17052.txt,Vizepräsident Dr. h. c. Wolfgang Thierse,,chair
107433,52,17,0,3,"Herr Präsident! Meine Damen und Herren! Liebe Kolleginnen und Kollegen! Dieses Thema kommt - wenn ich das etwas sarkastisch anmerken darf - offenbar für einige heute Morgen so überraschend, dass man meinen könnte, das Verbot von Leerverkäufen hätte nichts mit der Präsenz im Bundestag zu tun.",Leo Dautzenberg,,data/txt/17052.txt,Leo Dautzenberg (CDU/CSU),cducsu,speech
107434,52,17,0,4,Wir sind aber da!,Dr. Barbara Höll,,data/txt/17052.txt,Dr. Barbara Höll [DIE LINKE],linke,poi
107435,52,17,0,5,"Es geht aber heute um ein sehr ernst zu nehmendes Thema der Finanzmarktregulierung, bei dem die christlich-liberale Koalition",Leo Dautzenberg,,data/txt/17052.txt,Leo Dautzenberg (CDU/CSU),cducsu,speech
107436,52,17,0,6,Das heißt: Schwarz-Gelb!,Bernd Scheelen,,data/txt/17052.txt,Bernd Scheelen [SPD],spd,poi
107437,52,17,0,7,"und die Regierung handeln und die notwendigen Maßnahmen auf den Weg bringen.

Wir beraten den Gesetzentwurf zur Vorbeugung gegen missbräuchliche Wertpapier- und Derivategeschäfte heute abschließend in zweiter und dritter Lesung. Was beinhaltet der Gesetzentwurf? Es geht darin um die sogenannten ungedeckten Leerverkäufe bei Aktien, Staatspapieren im Euro-Raum und Derivategeschäften. Bei ungedeckten Leerverkäufen wird etwas verkauft, das man gar nicht besitzt, und dann auch noch vervielfältigt in spekulativer Form. Das ist der Unterschied zu gedeckten Leerverkäufen, bei denen innerhalb einer bestimmten Frist von ein bis zwei Tagen die Deckung für das Geschäft erbracht werden muss. Das ist bei ungedeckten Leerverkäufen nicht der Fall.

Sie dienen dazu, Krisensituationen und bestimmte Bereiche, die durch den Markt nicht zum Ausdruck kommen, spekulativ zu nutzen. Damit werden teilweise bereits bestehende negative Auswirkungen weiter beschleunigt. Dem muss Einhalt geboten werden.

Von daher haben wir als Koalitionsfraktionen auch auf Vorschlag der Regierung, die einen entsprechenden Kabinettsbeschluss gefasst hat, parallel dazu diesen Gesetzentwurf eingebracht und damit auch zum Ausdruck gebracht, dass wir die Inhalte dieses Gesetzentwurfs grundsätzlich teilen. Durch die parallele Einbringung wollen wir relativ zeitnah zu einer Regelung kommen, um Verzögerungen zu vermeiden. Wir wollen also durch unsere Beratungspraxis im Plenum dazu beitragen, das Vorhaben zeitnah umzusetzen.

Die Anhörung hat gezeigt, dass der Weg, den wir auf nationaler Ebene eingeschlagen haben, richtig ist.",Leo Dautzenberg,,data/txt/17052.txt,Leo Dautzenberg (CDU/CSU),cducsu,speech
107438,52,17,0,8,In welcher Anhörung waren Sie denn?,Manfred Zöllmer,,data/txt/17052.txt,Manfred Zöllmer [SPD],spd,poi
107439,52,17,0,9,"- Scheinbar waren Sie in einer anderen Anhörung, Herr Kollege. -",Leo Dautzenberg,,data/txt/17052.txt,Leo Dautzenberg (CDU/CSU),cducsu,speech
