id,sitzung,wahlperiode,in_writing,sequence,text,speaker_cleaned,speaker_fp,filename,speaker,speaker_party,type
21071,2,17,0,0,"Nehmen Sie bitte Platz. Die Sitzung ist eröffnet.

Guten Morgen, liebe Kolleginnen und Kollegen, ich begrüße Sie alle herzlich zur zweiten Sitzung des Deutschen Bundestages in der neuen Legislaturperiode.

Ich rufe den Tagesordnungspunkt 1 auf:

Wahl der Bundeskanzlerin",Dr. Norbert Lammert,,data/txt/17002.txt,Präsident Dr. Norbert Lammert,,chair
21072,2,17,0,1,"Gemäß Artikel 63 Absatz 1 des Grundgesetzes für die Bundesrepublik Deutschland schlage ich dem Deutschen Bundestag vor, Frau Dr. Angela Merkel zur Bundeskanzlerin zu wählen.",Dazu hat mir der Herr Bundespräsident mitgeteilt,,data/txt/17002.txt,Dazu hat mir der Herr Bundespräsident mitgeteilt,,speech
21073,2,17,0,2,Beifall bei der CDU/CSU und der FDP,,,data/txt/17002.txt,,,poi
21074,2,17,0,3,Eine besondere Überraschung scheint dieser Vorschlag nicht auszulösen.,Dazu hat mir der Herr Bundespräsident mitgeteilt,,data/txt/17002.txt,Dazu hat mir der Herr Bundespräsident mitgeteilt,,speech
21075,2,17,0,4,Heiterkeit,,,data/txt/17002.txt,,,poi
21076,2,17,0,5,"Ich bitte nun um Aufmerksamkeit für einige Hinweise zu unserem Wahlverfahren. Zu dieser Wahl sind die Stimmen der Mehrheit der Mitglieder des Bundestages, also mindestens 312 Stimmen, erforderlich. Nach unserer Geschäftsordnung wird die Bundeskanzlerin mit verdeckten Stimmkarten, also geheim, gewählt. Sie benötigen für die Wahl einen Wahlausweis, den Sie, soweit noch nicht geschehen, in Ihren Stimmkartenfächern vorfinden. Bitte kontrollieren Sie, ob der Wahlausweis Ihren Namen trägt. Die für die Wahl gültige Stimmkarte und den amtlichen Wahlumschlag erhalten Sie nach Aufruf Ihres Namens von den Schriftführerinnen und Schriftführern an den Ausgabetischen hier oben links und rechts neben den Wahlkabinen. Um einen reibungslosen Ablauf zu ermöglichen, bitte ich Sie, genauso wie gestern von Ihren Plätzen aus über die seitlichen Zugänge und nicht durch den Mittelgang zu den Ausgabetischen zu gehen.

Nachdem Sie die Stimmkarte in eine der Wahlkabinen gekennzeichnet und in den Wahlumschlag gelegt haben, gehen Sie bitte zu den Wahlurnen hier vor dem Rednerpult. Sie dürfen Ihre Stimmkarte nur in der Wahlkabine ankreuzen und müssen ebenfalls noch in der Wahlkabine die Stimmkarte in den Umschlag legen. Die Schriftführerinnen und Schriftführer sind verpflichtet, jeden, der seine Stimmkarte außerhalb der Wahlkabine kennzeichnet oder in den Umschlag legt, zurückzuweisen. Immerhin besteht in diesem Fall noch die Möglichkeit einer ordnungsgemäßen Wiederholung der gerade beschriebenen Prozedur.

Gültig sind nur Stimmkarten mit einem Kreuz bei „ja“, „nein“ oder „enthalte mich“. Ungültig sind Stimmen auf nichtamtlichen Stimmkarten oder solchen Stimmkarten, die mehr als ein Kreuz, andere Namen oder Zusätze enthalten.

Bevor Sie die Stimmkarte in eine der Wahlurnen werfen, übergeben Sie bitte Ihren Wahlausweis einem der Schriftführer an der Wahlurne. Der Nachweis der Teilnahme an der Wahl kann nur durch die Abgabe des Wahlausweises erbracht werden.

Ich darf jetzt die eingeteilten Schriftführerinnen und Schriftführer bitten, die vorgesehenen Plätze einzunehmen. Die beiden Schriftführer neben mir werden danach mit der Verlesung der Namen in alphabetischer Reihenfolge beginnen. Ich bitte Sie, den Namensaufruf zu verfolgen und sich nach dem Aufruf Ihres Namens zur Entgegennahme der Stimmkarte zu den Ausgabetischen vor den Wahlkabinen zu begeben.

Darf ich um ein Signal bitten, ob die Schriftführerinnen und Schriftführer ihre Plätze bereits eingenommen haben? - Das ist der Fall.

Der Kollege Winkler macht mich darauf aufmerksam, dass an der Urne links von mir die Regierung fehle. Das halte ich für ein doppeltes Missverständnis. Die Regierung fehlt bei diesem Wahlgang sicher nicht, aber vielleicht ein Vertreter der Koalition. Das sollten wir vielleicht komplettieren. - Sehr gut. Nun ist auch diesem liebenswürdigen Wunsch der Opposition Rechnung getragen.

Damit eröffne ich den Wahlgang und bitte, mit dem Aufruf der Namen zu beginnen.",Dazu hat mir der Herr Bundespräsident mitgeteilt,,data/txt/17002.txt,Dazu hat mir der Herr Bundespräsident mitgeteilt,,speech
21077,2,17,0,6,Namensaufruf und Wahl,,,data/txt/17002.txt,,,poi
21078,2,17,0,7,"Liebe Kolleginnen und Kollegen, ich frage Sie, ob irgendein Mitglied des Hauses anwesend ist, das seine Stimmkarte noch nicht abgegeben hat. - Ich habe den Eindruck, dass inzwischen auch die Schriftführerinnen und Schriftführer ihre Stimmkarten abgegeben haben. Gibt es daran von irgendeiner Seite Widerspruch oder Zweifel? - Das ist nicht der Fall. Dann schließe ich hiermit den Wahlgang.

Für die Auszählung der Stimmen unterbreche ich die Sitzung für voraussichtlich etwa 20 Minuten. Wir werden nach Auszählung der Stimmen in geeigneter Weise akustisch darauf aufmerksam machen, dass die Sitzung zur Bekanntgabe des Ergebnisses wieder eröffnet wird.

Die Sitzung ist unterbrochen.",Dazu hat mir der Herr Bundespräsident mitgeteilt,,data/txt/17002.txt,Dazu hat mir der Herr Bundespräsident mitgeteilt,,speech
21079,2,17,0,8,Unterbrechung von 10.34 bis 10.58 Uhr,,,data/txt/17002.txt,,,poi
21080,2,17,0,9,,Dazu hat mir der Herr Bundespräsident mitgeteilt,,data/txt/17002.txt,Dazu hat mir der Herr Bundespräsident mitgeteilt,,speech
21081,2,17,0,10,"Liebe Kolleginnen und Kollegen, ich bitte Sie, wieder Platz zu nehmen, und teile Ihnen dann das Ergebnis des Wahlgangs mit. - Abgegebene Stimmen 612, davon ungültig keine. Mit Ja haben gestimmt 323 Mitglieder des Hauses.",Dr. Norbert Lammert,,data/txt/17002.txt,Präsident Dr. Norbert Lammert,,chair
21082,2,17,0,11,Langanhaltender Beifall bei der CDU/CSU und der FDP,,,data/txt/17002.txt,,,poi
21083,2,17,0,12,Mit Nein gestimmt haben 285 Mitglieder des Hauses.,Dr. Norbert Lammert,,data/txt/17002.txt,Präsident Dr. Norbert Lammert,,chair
21084,2,17,0,13,Beifall bei Abgeordneten der LINKEN,,,data/txt/17002.txt,,,poi
21085,2,17,0,14,- Das mit den geheimen Abstimmungen hatten wir schon einmal. -,Dr. Norbert Lammert,,data/txt/17002.txt,Präsident Dr. Norbert Lammert,,chair
21086,2,17,0,15,Heiterkeit,,,data/txt/17002.txt,,,poi
