id,sitzung,wahlperiode,in_writing,sequence,text,speaker_cleaned,speaker_fp,filename,speaker,speaker_party,type
71330,31,17,0,0,"Die Sitzung ist eröffnet.

Guten Morgen, liebe Kolleginnen und Kollegen! Nehmen Sie bitte Platz.

Wir beginnen unsere heutige Sitzung mit herzlichen Geburtstagsglückwünschen an die Kollegin Dr. Claudia Winterstein, die heute einen runden Geburtstag feiert und der ich dazu im Namen des ganzen Hauses herzlich gratulieren möchte.",Dr. Norbert Lammert,,data/txt/17031.txt,Präsident Dr. Norbert Lammert,,chair
71331,31,17,0,1,Beifall,,,data/txt/17031.txt,,,poi
71332,31,17,0,2,"Auf Vorschlag der Fraktion Die Linke soll die Kollegin Petra Pau anstelle des aus dem Deutschen Bundestag ausgeschiedenen Abgeordneten Oskar Lafontaine zum Mitglied des Gemeinsamen Ausschusses nach Art. 53 a des Grundgesetzes gewählt werden. Als neues stellvertretendes Mitglied ist die Kollegin Kersten Steinke vorgesehen. Sind Sie mit diesen Vorschlägen einverstanden? - Heftiges Nicken insbesondere in den Reihen der vorschlagenden Fraktion, keine Einwände von anderer Seite. Damit sind die Kolleginnen Pau und Steinke in dieses Gremium gewählt.

Es gibt außerdem noch eine nachträgliche Ausschussüberweisung. Der Antrag der SPD-Fraktion mit dem Titel „Europa 2020 - Strategie für ein nachhaltiges Europa - Gleichklang von sozialer, ökologischer und wirtschaftlicher Entwicklung“ auf der Drucksache 17/882 soll zusätzlich dem Ausschuss für Bildung, Forschung und Technikfolgenabschätzung zur Mitberatung überwiesen werden. - Auch dazu gibt es offensichtlich Einvernehmen. Dann ist das so beschlossen.

Wir setzen die Haushaltsberatungen - Tagesordnungspunkt I a und b - fort:

a)	Zweite Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes über die Feststellung des Bundeshaushaltsplans für das Haushaltsjahr 2010 (Haushaltsgesetz 2010)

- Drucksachen 17/200, 17/201 -

b)	Beratung der Beschlussempfehlung des Haushaltsausschusses (8. Ausschuss) zu der Unterrichtung durch die Bundesregierung

Finanzplan des Bundes 2009 bis 2013

- Drucksachen 16/13601, 17/626 -

Berichterstattung:

Abgeordnete Norbert Barthle

Carsten Schneider (Erfurt)

Otto Fricke

Roland Claus

Alexander Bonde

Ich rufe zunächst den Tagesordnungspunkt I.13 auf:

Einzelplan 10

Bundesministerium für Ernährung, Landwirtschaft und Verbraucherschutz

- Drucksachen 17/610, 17/623 -

Berichterstattung:

Abgeordnete Georg Schirmbeck

Rolf Schwanitz

Heinz-Peter Haustein

Roland Claus

Alexander Bonde

Hierzu liegen Ihnen die Beschlussempfehlungen des Haushaltsausschusses auf den Drucksachen 17/610 und 17/623 vor.

Zu diesem Einzelplan liegen zwei Änderungsanträge der Fraktion Die Linke vor.

Nach einer interfraktionellen Vereinbarung sind für die Aussprache 90 Minuten vorgesehen. - Ich höre keinen Widerspruch. Dann können wir so verfahren.

Ich eröffne die Aussprache und erteile das Wort zunächst dem Kollegen Rolf Schwanitz für die SPD-Fraktion.",Dr. Norbert Lammert,,data/txt/17031.txt,Präsident Dr. Norbert Lammert,,chair
71333,31,17,0,3,Beifall bei der SPD,,,data/txt/17031.txt,,,poi
71334,31,17,0,4,,Dr. Norbert Lammert,,data/txt/17031.txt,Präsident Dr. Norbert Lammert,,chair
71335,31,17,0,5,"Herr Präsident! Meine sehr verehrten Damen und Herren! Guten Morgen! Sehr geehrte Frau Ministerin Aigner, ich will mich, einer guten Tradition folgend, zunächst einmal bei Ihnen recht herzlich für die Informationen und bei den Kolleginnen und Kollegen Berichterstatter für die kollegiale Zusammenarbeit im Haushaltsausschuss bedanken. Ich möchte mich speziell bei Ihrem Haus bedanken. Die Informationen waren präzise und vollständig. Ich will das mit Blick auf andere Ressorts, zu deren Einzelplänen ich heute noch die Ehre habe zu sprechen, ausdrücklich loben und hervorheben. Ein Kompliment also an die Mitarbeiterinnen und Mitarbeiter Ihres Hauses.

Sie werden Verständnis dafür haben, dass ich Ihnen, was die politische Bewertung des Einzelplanes 10 angeht, kein Kompliment machen kann. Nach meiner Einschätzung stehen drei Überschriften über diesem Einzelplan des Ministeriums für Ernährung, Landwirtschaft und Verbraucherschutz. Die erste Überschrift lautet: Klientel- statt Strukturpolitik.",Rolf Schwanitz,,data/txt/17031.txt,Rolf Schwanitz (SPD),spd,speech
71336,31,17,0,6,Beifall des Abg. Ulrich Kelber [SPD],,,data/txt/17031.txt,,,poi
71337,31,17,0,7,Oh!,e von der CDU/CSU,,data/txt/17031.txt,Zurufe von der CDU/CSU,cducsu,poi
71338,31,17,0,8,Die zweite Überschrift lautet: Einsparungen an falscher Stelle.,Rolf Schwanitz,,data/txt/17031.txt,Rolf Schwanitz (SPD),spd,speech
71339,31,17,0,9,Oh!,Georg Schirmbeck,,data/txt/17031.txt,Georg Schirmbeck [CDU/CSU],cducsu,poi
