id,sitzung,wahlperiode,in_writing,sequence,text,speaker_cleaned,speaker_fp,filename,speaker,speaker_party,type
44294,16,17,0,0,"Die Sitzung ist eröffnet.

Guten Morgen, liebe Kolleginnen und Kollegen! Ich begrüße Sie alle herzlich. Es wird wieder etwas übersichtlicher.",Dr. Norbert Lammert,,data/txt/17016.txt,Präsident Dr. Norbert Lammert,,chair
44295,16,17,0,1,Bei Ihnen auch!,Dr. Axel Troost,,data/txt/17016.txt,Dr. Axel Troost [DIE LINKE],linke,poi
44296,16,17,0,2,"Wir haben vor Eintritt in die Fortsetzung unserer Haushaltsberatung noch einige Nachwahlen vorzunehmen.

Die SPD-Fraktion hat mitgeteilt, dass die ehemalige Abgeordnete Monika Griefahn aus dem Verwaltungsrat der Filmförderungsanstalt ausgeschieden ist. Als Nachfolgerin wird die Kollegin Angelika Krüger-Leißner vorgeschlagen. Als deren Stellvertreterin ist die Kollegin Ulla Schmidt vorgesehen. Können wir das so vereinbaren? - Sie sind damit offenkundig einverstanden. Dann sind Frau Krüger-Leißner als Mitglied und die Kollegin Schmidt als stellvertretendes Mitglied in den Verwaltungsrat der Filmförderungsanstalt gewählt.

Die SPD-Fraktion schlägt ferner vor, für den früheren Abgeordneten Christian Kleiminger die Kollegin Bärbel Bas in den Stiftungsrat der Stiftung „Humanitäre Hilfe für durch Blutprodukte HIV-infizierte Personen“ zu wählen. Sind Sie auch damit einverstanden? - Das ist augenscheinlich der Fall. Dann ist die Kollegin Bas in diesen Stiftungsrat gewählt.

Interfraktionell ist vereinbart worden, die verbundene Tagesordnung um Zusatzpunkt 1:

Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zu dem Übereinkommen Nr. 187 der Internationalen Arbeitsorganisation vom 15. Juni 2006 über den Förderungsrahmen für den Arbeitsschutz

- Drucksache 17/428 -

Überweisungsvorschlag:

Ausschuss für Arbeit und Soziales (f)

zu erweitern und diesen Gesetzentwurf ohne Aussprache zur Beratung an den Ausschuss für Arbeit und Soziales zu überweisen. Können wir so verfahren? - Das ist offensichtlich der Fall.

Wir setzen nun die Haushaltsberatungen - Tagesordnungspunkt 2 - fort:

Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes über die Feststellung des Bundeshaushaltsplans für das Haushaltsjahr 2010",Dr. Norbert Lammert,,data/txt/17016.txt,Präsident Dr. Norbert Lammert,,chair
44297,16,17,0,3,Haushaltsgesetz 2010,,,data/txt/17016.txt,,,poi
44298,16,17,0,4,"- Drucksache 17/200 -

Überweisungsvorschlag:

Haushaltsausschuss

Für die heutige Aussprache haben wir am Dienstag eine Beratungszeit von insgesamt siebeneinhalb Stunden beschlossen. Wir beginnen die heutigen Beratungen mit dem Geschäftsbereich des Bundesministeriums für Arbeit und Soziales, Einzelplan 11.

Das Wort erhält zunächst die Bundesministerin Frau Dr. von der Leyen.",Dr. Norbert Lammert,,data/txt/17016.txt,Präsident Dr. Norbert Lammert,,chair
44299,16,17,0,5,Beifall bei der CDU/CSU und der FDP,,,data/txt/17016.txt,,,poi
44300,16,17,0,6,,Dr. Norbert Lammert,,data/txt/17016.txt,Präsident Dr. Norbert Lammert,,chair
44301,16,17,0,7,"Herr Präsident! Meine Damen und Herren! Liebe Kolleginnen und Kollegen! Wenn man internationale Berichte über die Arbeitsmärkte in der globalen Krise liest, ist vor allem ein Tenor einheitlich und durchgehend, nämlich die Verblüffung darüber, dass der deutsche Arbeitsmarkt so robust ist. Die Arbeitslosigkeit ist trotz des drastischen Einbruchs der Wirtschaftsleistung nicht wie befürchtet gestiegen. Das ist die gute Nachricht.

Die schlechte Nachricht ist: Wir sind noch lange nicht über den Berg. Wir werden die Krise am Arbeitsmarkt noch lange spüren. Die Arbeitslosigkeit wird steigen. Aber die Prognosen sind nicht mehr ganz so düster, wie sie es vor einigen Monaten gewesen sind, das heißt, wir werden voraussichtlich bei der Arbeitslosenzahl unter 4 Millionen bleiben.

Hinter dieser Entwicklung steht nicht nur die beginnende Erholung der Wirtschaft. Nein, hinter dieser Entwicklung steht ein neuer, ein breiter Konsens in Deutschland: Oberste Priorität hat der Erhalt von Fachwissen und damit der Erhalt von Arbeitsplätzen. Diesen neuen Konsens am Arbeitsmarkt wollen wir als Regierung mit aller Kraft unterstützen.",Dr. Ursula von der Leyen,,data/txt/17016.txt,"Dr. Ursula von der Leyen, Bundesministerin für Arbeit und Soziales",,speech
44302,16,17,0,8,Beifall bei der CDU/CSU und der FDP,,,data/txt/17016.txt,,,poi
44303,16,17,0,9,"Das spiegelt der Haushalt ganz klar wider. Mit 146,8 Milliarden Euro müssen wir rund 19 Milliarden Euro mehr einsetzen als im Jahr davor. Der Löwenanteil dieser Steigerung geht in die Arbeitsmarktförderung. Das setzt sich aus zwei Komponenten zusammen:

Erstens. Mehr Arbeitslose heißt natürlich mehr Ausgaben für die Bundesagentur für Arbeit und weniger Einnahmen. Wir wollen nicht, dass die Bundesagentur für Arbeit mitten in der Krise in eine Schuldenspirale gerät. Wir wollen nicht, dass mitten in der Krise damit der Druck auf den Arbeitslosenbeitrag steigt und damit der Druck auf die Lohnnebenkosten. Das wäre Gift in der Krise. Deshalb planen wir, der BA jetzt, in der Krise, einen Zuschuss von 16 Milliarden Euro zu geben und nicht das übliche Darlehen.",Dr. Ursula von der Leyen,,data/txt/17016.txt,"Dr. Ursula von der Leyen, Bundesministerin für Arbeit und Soziales",,speech
