id,sitzung,wahlperiode,in_writing,sequence,text,speaker_cleaned,speaker_fp,filename,speaker,speaker_party,type
375185,206,17,0,0,"Die Sitzung ist eröffnet.

Guten Morgen, liebe Kolleginnen und Kollegen! Ich begrüße Sie herzlich zur 206. Sitzung des Deutschen Bundestages in der laufenden Legislaturperiode und damit zum Beginn der Haushaltswoche. Ob diese Woche der Höhepunkt der parlamentarischen Debatten dieses Jahres wird, mögen andere zu einem späteren Zeitpunkt entscheiden. Dass dies ein wesentlicher, zentraler Teil der Arbeit dieses Parlamentes ist, daran kann schon vorab kein Zweifel bestehen. Deswegen will ich die Gelegenheit gerne nutzen, mich im Namen des ganzen Hauses bei den Kolleginnen und Kollegen besonders zu bedanken, die uns die beschlussreifen Vorlagen pünktlich und vollständig geliefert haben, über die wir uns im Laufe der Woche mit besonderer Sorgfalt beugen werden. Da nicht völlig auszuschließen ist, dass auch der eine oder andere kritische Einwand gegenüber den Empfehlungen des Haushaltsausschusses hier vorgetragen wird, sollten wir vorab unseren gemeinsamen Dank an die Kolleginnen und Kollegen für die geleistete Arbeit zu Protokoll nehmen.",Dr. Norbert Lammert,,data/txt/17206.txt,Präsident Dr. Norbert Lammert,,chair
375186,206,17,0,1,Beifall,,,data/txt/17206.txt,,,poi
375187,206,17,0,2,Leider müssen wir vor Eintritt in die Tagesordnung wieder einmal eine Schriftführerwahl durchführen.,Dr. Norbert Lammert,,data/txt/17206.txt,Präsident Dr. Norbert Lammert,,chair
375188,206,17,0,3,Was heißt leider?,Dr. Dagmar Enkelmann,,data/txt/17206.txt,Dr. Dagmar Enkelmann [DIE LINKE],linke,poi
375189,206,17,0,4,"- Was heißt leider, Frau Enkelmann? Ich muss die -regelmäßige Abmeldung von Schriftführerinnen und Schriftführern aus Ihrer Fraktion als eine auf Dauer abgegebene Misstrauenserklärung gegenüber dem Parlamentspräsidenten verstehen. Eine andere Erklärung fällt mir jedenfalls nicht ein.",Dr. Norbert Lammert,,data/txt/17206.txt,Präsident Dr. Norbert Lammert,,chair
375190,206,17,0,5,Es wollen so viele neben Ihnen sitzen!,Dr. Dagmar Enkelmann,,data/txt/17206.txt,Dr. Dagmar Enkelmann [DIE LINKE],linke,poi
375191,206,17,0,6,"Jedenfalls schlägt die Fraktion Die Linke vor, für den Kollegen Ralph Lenkert, von dem mir bis heute keine schriftliche Entschuldigung für seinen Rückzug vorliegt, den Kollegen Harald Weinberg als Schriftführer zu wählen. Sind Sie damit einverstanden? -",Dr. Norbert Lammert,,data/txt/17206.txt,Präsident Dr. Norbert Lammert,,chair
375192,206,17,0,7,Zuruf des Abg. Georg Schirmbeck [CDU/CSU],,,data/txt/17206.txt,,,poi
375193,206,17,0,8,"- Nein, Herr Kollege Schirmbeck, eine Vorstellung ist nach unserer Geschäftsordnung nicht vorgesehen, ist aber eine der denkbaren Innovationen für die nächste Legislaturperiode. Wir kommen darauf zurück.

Ich höre keinen Widerspruch. Dann ist der Kollege Harald Weinberg damit als neuer Schriftführer gewählt.",Dr. Norbert Lammert,,data/txt/17206.txt,Präsident Dr. Norbert Lammert,,chair
375194,206,17,0,9,Beifall bei der LINKEN,,,data/txt/17206.txt,,,poi
375195,206,17,0,10,"Ich möchte Sie darauf aufmerksam machen, dass es eine interfraktionelle Vereinbarung gibt, von der Frist für den Beginn der heutigen Beratungen, soweit erforderlich, abzuweichen. Dazu würde ich gern Ihr Einvernehmen feststellen. - Dann ist das so beschlossen.

Ich rufe die Tagesordnungspunkte I a und b auf:

a)	Zweite Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes über die Feststellung des Bundeshaushaltsplans für das Haushaltsjahr 2013 (Haushaltsgesetz 2013)

- Drucksachen 17/10200, 17/10202 -

b)	Beratung der Beschlussempfehlung des Haushaltsausschusses (8. Ausschuss) zu der Unterrichtung durch die Bundesregierung

Finanzplan des Bundes 2012 bis 2016

- Drucksachen 17/10201, 17/10202, 17/10826 -

Berichterstattung:

Abgeordnete Norbert Barthle

Carsten Schneider (Erfurt)

Otto Fricke

Dr. Gesine Lötzsch

Priska Hinz (Herborn)

Wir kommen nun zur Beratung der Einzelpläne, und zwar zunächst der drei Einzelpläne, zu denen keine Aussprache vorgesehen ist.",Dr. Norbert Lammert,,data/txt/17206.txt,Präsident Dr. Norbert Lammert,,chair
