id,sitzung,wahlperiode,in_writing,sequence,text,speaker_cleaned,speaker_fp,filename,speaker,speaker_party,type
463385,251,17,0,0,"Die Sitzung ist eröffnet. Guten Morgen, liebe Kolleginnen und Kollegen!

Ich begrüße Sie alle herzlich zu unserer 251. Sitzung in der allmählich zu Ende gehenden Legislaturperiode. Ich begrüße all diejenigen, die schon wieder da sind",Dr. Norbert Lammert,,data/txt/17251.txt,Präsident Dr. Norbert Lammert,,chair
463386,251,17,0,1,Heiterkeit,,,data/txt/17251.txt,,,poi
463387,251,17,0,2,Oder die noch da sind!,Dr. Dagmar Enkelmann,,data/txt/17251.txt,Dr. Dagmar Enkelmann [DIE LINKE],linke,poi
463388,251,17,0,3,"- und ganz besonders diejenigen, die immer noch da sind, die die gestrige Jubiläumssitzung, die 250. Sitzung, in vollen Zügen genossen haben.

Ich habe für die heutige Sitzung keine Änderungen der Tagesordnung vorzuschlagen, was Sie hoffentlich mit Beruhigung zur Kenntnis nehmen. Wir sollten uns aber vielleicht, weil wir auch für den heutigen Tag noch ein vergleichsweise strammes Programm haben, darum bemühen, es heute ähnlich zu handhaben wie gestern und Zwischenfragen und Kurzinterventionen auf das unabweisbar Dringliche reduzieren.",Dr. Norbert Lammert,,data/txt/17251.txt,Präsident Dr. Norbert Lammert,,chair
463389,251,17,0,4,Zurufe von der LINKEN,,,data/txt/17251.txt,,,poi
463390,251,17,0,5,"- Ja, ich weiß schon, dass das gefühlt der ständigen Praxis des Hauses entspricht. Aber ich glaube, das müssen wir jetzt nicht vertiefen.

Ich rufe die Tagesordnungspunkte 69 a und 69 b sowie den Zusatzpunkt 21 auf:

69 a)	 -		Zweite und dritte Beratung des von den Fraktionen CDU/CSU, SPD, FDP und BÜNDNIS 90/DIE GRÜNEN eingebrachten Entwurfs eines Gesetzes zur Errichtung eines Sondervermögens ""Aufbauhilfe"" und zur Änderung weiterer Gesetze (Aufbauhilfegesetz)

- Drucksache 17/14078 -

-	Zweite und dritte Beratung des von der Bundes-regierung eingebrachten Entwurfs eines Gesetzes zur Errichtung eines Sondervermögens ""Aufbauhilfe"" und zur Änderung weiterer Gesetze (Aufbauhilfegesetz)

- Drucksache 17/14176 -

Beschlussempfehlung und Bericht des Haushaltsausschusses (8. Ausschuss)

- Drucksache 17/14264 -

Berichterstattung:

Abgeordnete Norbert Barthle

Carsten Schneider (Erfurt)

Otto Fricke

Dr. Gesine Lötzsch

Priska Hinz (Herborn)

69	b)	Zweite und dritte Beratung des von der Bundes-regierung eingebrachten Entwurfs eines Gesetzes über die Feststellung eines Nachtrags zum Bundeshaushaltsplan für das Haushaltsjahr 2013 (Nachtragshaushaltsgesetz 2013)

- Drucksachen 17/14000, 17/14020 -

Beschlussempfehlung und Bericht des Haushaltsausschusses (8. Ausschuss)

- Drucksachen 17/14080, 17/14081 -

Berichterstattung:

Abgeordnete Norbert Barthle

Carsten Schneider (Erfurt)

Otto Fricke

Dr. Gesine Lötzsch

Priska Hinz (Herborn)

ZP 21	Beratung der Beschlussempfehlung und des Berichts des Haushaltsausschusses (8. Ausschuss)

-	zu dem Antrag der Abgeordneten Dr. Gregor Gysi, Jan van Aken, Agnes Alpers, weiterer Abgeordneter und der Fraktion DIE LINKE

Flutopfern helfen - Hochwasserfonds einrichten

-	zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN

Flutopfern solidarisch helfen - Hochwasserschutz ökologisch modernisieren

- Drucksachen 17/13896, 17/14079, 17/14264 -

Berichterstattung:

Abgeordnete Norbert Barthle

Carsten Schneider (Erfurt)

Otto Fricke

Dr. Gesine Lötzsch

Priska Hinz (Herborn)

Zu dem Gesetzentwurf der Fraktionen der CDU/CSU, SPD, FDP und des Bündnisses 90/Die Grünen liegt ein Entschließungsantrag der Fraktionen der CDU/CSU und der FDP vor.

Nach einer interfraktionellen Vereinbarung ist für die Aussprache eine Stunde vorgesehen. - Ich höre keinen Widerspruch. Also können wir so verfahren.

Ich erteile das Wort dem Ministerpräsidenten von Sachsen-Anhalt, Herrn Reiner Haseloff.",Dr. Norbert Lammert,,data/txt/17251.txt,Präsident Dr. Norbert Lammert,,chair
463391,251,17,0,6,Beifall bei der CDU/CSU,,,data/txt/17251.txt,,,poi
463392,251,17,0,7,,Dr. Norbert Lammert,,data/txt/17251.txt,Präsident Dr. Norbert Lammert,,chair
463393,251,17,0,8,"Herr Präsident! Sehr geehrte Damen und Herren! Schon wieder halten uns Meldungen über steigende Pegel aufgrund starker Regenfälle in Atem. Nach dem, was wir aktuell wissen und abschätzen können, wird es zwar Gott sei Dank nicht zu einer quasi zweiten Welle der Flutkatastrophe kommen. Dennoch zeigt uns dies, dass wir immer wachsam sein müssen, dass wir die ""Jahrhundertflut"" zwar möglicherweise so nennen dürfen, aber so handeln müssen, als ob sie uns schon im nächsten Jahr wieder ereilen könnte. Deshalb ist es nicht nur wichtig, dass der Bundestag heute das Gesetz zum Aufbauhilfefonds verabschiedet, sodass wir im Anschluss an die Soforthilfe mit dem Wiederaufbau beginnen können. Mindestens ebenso wichtig ist, dass wir die richtigen Konsequenzen aus den Ereignissen der letzten Wochen ziehen; denn angesichts des Klimawandels und sich häufender Extremwetterlagen ist der Satz ""Nach der Flut ist vor der Flut"" so banal wie richtig.

Sie, meine Damen und Herren Abgeordnete, haben am vergangenen Dienstag hier im Bundestag mit der Diskussion darüber begonnen. Wer die Regierungserklärung der Bundeskanzlerin und die Debatte darüber nachliest, der wird an vielen Stellen Einigkeit in der vorläufigen Analyse und den notwendigen Schlussfolgerungen feststellen. Der Bundesrat hat dazu vorgestern in ähnlicher Weise Stellung bezogen.

Die eine Botschaft heute lautet also: Wir brauchen eine gründliche, aber auch zügige Diskussion über die Verbesserung des präventiven Hochwasserschutzes. Als Ministerpräsident eines Bundeslandes mit rund 300 Elbe-Kilometern und insgesamt 1 200 Kilometern Deichlänge will ich hier die Initiative ergreifen und über das Thema auch im europäischen Kontext reden. Der Kollege Tillich hat hier im Bundestag am Dienstag über den Nutzen der bereits bestehenden intensiven Zusammenarbeit mit Tschechien gesprochen. Diese müssen wir verstärken. Für die weitere Diskussion möchte ich noch den Gedanken einspeisen, ob wir den Aufbauhilfefonds nicht, mit klaren Kriterien versehen, zu einer dauerhaften, institutionalisierten Einrichtung der Katastrophenbewältigung machen können, die uns im Bedarfsfall schnelles Handeln ermöglicht und politische Kraftanstrengungen wie in den letzten Tagen ein Stück weit erspart.

Die zweite Botschaft habe ich wie auch alle anderen Kolleginnen und Kollegen im Bundesrat geäußert. Sie lautet schlicht: Danke, Deutschland. Danke vor allem den vielen Helferinnen und Helfern. - Es liegen wohl noch keine abschließenden Zahlen über die enormen Leistungen von Bundeswehr, Feuerwehren, Polizei, THW, Mitarbeitern der Krisenstäbe und den vielen privaten Helfern vor, die sich in beeindruckender Weise auch über soziale Netzwerke organisiert haben.",Dr. Reiner Haseloff,,data/txt/17251.txt,"Dr. Reiner Haseloff, Ministerpräsident (Sachsen-Anhalt)",,speech
463394,251,17,0,9,Beifall bei der CDU/CSU und der FDP sowie bei Abgeordneten der SPD und des BÜNDNISSES 90/DIE GRÜNEN,,,data/txt/17251.txt,,,poi
463395,251,17,0,10,"200 000 Einsatztage von Bundeswehr, THW und Bundespolizei, bis zu 75 000 Feuerwehrleute im Einsatz, Rund-um-die-Uhr-Tätigkeit in den Krisenstäben, Dauereinsatz von Jugendlichen an den Brennpunkten - viele Menschen aus allen Bundesländern und sogar darüber hinaus haben Beeindruckendes geleistet. Dafür danke ich ganz ausdrücklich!",Dr. Reiner Haseloff,,data/txt/17251.txt,"Dr. Reiner Haseloff, Ministerpräsident (Sachsen-Anhalt)",,speech
463396,251,17,0,11,Beifall im ganzen Hause,,,data/txt/17251.txt,,,poi
463397,251,17,0,12,"Danken möchte ich aber auch Ihnen. Dass der Bundestag heute ein 8-Milliarden-Euro-Programm zur Bewältigung der Flutkatastrophe beschließen wird, ist nicht selbstverständlich. Ich denke, dass wir, natürlich insbesondere die von der Flut besonders betroffenen Länder, der Bundesregierung und dem Bundestag deshalb zu großem Dank verpflichtet sind. Wir haben uns aufeinander zubewegt und sind jetzt so aufgestellt, dass wir den Betroffenen der Flutkatastrophe ruhigen Gewissens sagen können: Wir lassen euch nicht allein.",Dr. Reiner Haseloff,,data/txt/17251.txt,"Dr. Reiner Haseloff, Ministerpräsident (Sachsen-Anhalt)",,speech
463398,251,17,0,13,Beifall bei der CDU/CSU und der FDP,,,data/txt/17251.txt,,,poi
463399,251,17,0,14,"Der Wiederaufbau nach der Zerstörung ist eine gewaltige Herausforderung und ganz sicher nicht eine Angelegenheit von Wochen oder Monaten, sondern von Jahren. Die Schäden sind gewaltig. Sachsen-Anhalt hat allein aus dem Aufbauhilfefonds 2002 eine Dreiviertelmilliarde Euro bekommen und für den Wiederaufbau eingesetzt. Heute rechnen wir nach vorläufigen Schadenserhebungen mit einem deutlich höheren Bedarf; denn wir hatten ja nicht nur unter dem Hochwasser der Elbe zu leiden, sondern auch unter dem der Mulde und der Saale, und in die Saale floss vorher noch die Weiße Elster. Vor allem die Schäden in der Landwirtschaft sind bedeutend höher als vermutet. Jeden Tag müssen neue Hektarflächen hinzugerechnet werden. Derzeit sind circa 110 000 Hektar Nutzfläche betroffen, die in diesem Jahr keine Erträge bringen werden. Bundes-, Landes- und kommunale Straßen sind in weit stärkerem Maße geschädigt als 2002. Ähnliches lässt sich auch für privates Wohneigentum sagen. Mehrere Zehntausend Menschen mussten ihre Häuser verlassen, die teils für Tage oder gar Wochen, zum Teil immer noch komplett im Wasser standen bzw. stehen. Darüber hinaus sind Tausende von Gewerbebetrieben betroffen. Nicht zuletzt sind auch enorme Schäden an den Hochwasserschutzanlagen entstanden. Die Zerstörung der ICE-Strecke Düsseldorf- Berlin im Landkreis Stendal haben viele hier im Hohen Hause bereits schmerzlich verspürt.

Der Wiederaufbau wird somit auf breiter Front erfolgen müssen. Vorher gilt es noch, Detailfragen und -pro-bleme, die sich bei der Umsetzung des Aufbauhilfefonds zwangsläufig ergeben, zu klären. Dabei geht es um den Kreis der potenziell Anspruchsberechtigten, den wir angesichts der enormen Breite der Schäden weit gefasst haben möchten. Es geht darum, dass die Hilfen schnell anlaufen und dass wir die Verfahren nicht durch zu viel Bürokratie überfrachten. Die Fachleute aus Bund und Ländern beraten über diese Fragen noch heute im Bundesfinanzministerium.

Ich bin optimistisch, meine Damen und Herren Bundestagsabgeordnete, dass wir zu guten Lösungen kommen, und denke deshalb, dass Sie heute dem Aufbauhilfegesetz aus Überzeugung zustimmen können. Dafür danke ich Ihnen ganz ausdrücklich.",Dr. Reiner Haseloff,,data/txt/17251.txt,"Dr. Reiner Haseloff, Ministerpräsident (Sachsen-Anhalt)",,speech
463400,251,17,0,15,Beifall bei der CDU/CSU und der FDP,,,data/txt/17251.txt,,,poi
463401,251,17,0,16,,Dr. Reiner Haseloff,,data/txt/17251.txt,"Dr. Reiner Haseloff, Ministerpräsident (Sachsen-Anhalt)",,speech
463402,251,17,0,17,Das Wort erhält nun der Kollege Gerold Reichenbach für die SPD-Fraktion.,Dr. Norbert Lammert,,data/txt/17251.txt,Präsident Dr. Norbert Lammert,,chair
463403,251,17,0,18,Beifall bei der SPD,,,data/txt/17251.txt,,,poi
463404,251,17,0,19,,Dr. Norbert Lammert,,data/txt/17251.txt,Präsident Dr. Norbert Lammert,,chair
463405,251,17,0,20,"Sehr geehrter Herr Präsident! Sehr geehrte Damen und Herren! Liebe Kolleginnen und Kollegen! Die Bilder gleichen sich: Deiche, die dabei sind, zu brechen, Menschen, die um ihr Hab und Gut sowie um ihre Existenz fürchten, und am Ende Häuser, die teilweise bis in die ersten Stockwerke unter Wasser stehen. Dies ist nicht das erste Mal, dass solche Bilder unser Land erschüttern: 1997 an der Oder, 1998/99 an Rhein, Mosel und Donau, 2002 an der Elbe, 2005 in Bayern und heute wieder an Elbe und Donau. Die Jahrhundertfluten sind keine mehr. Sie kommen häufiger. Ob dies Ergebnis des Klimawandels ist oder nicht, darüber streiten die Experten. Aber dass es so ist, ist eine Tatsache.

Ich selbst war 1997 in der Ziltendorfer Niederung und 2002 in Magdeburg als Fluthelfer eingesetzt. Ich kann ein Stück weit aus eigenem Erleben nachvollziehen, was die Betroffenen jetzt bewegt, wie der Verlust sie trifft und wie hoffnungslos die Zukunft für manche aussieht. Ich weiß aber auch, wie der gemeinsame Wille zum Wiederaufbau, zum Anpacken und zur Hilfe entsteht. Ich kann nachvollziehen, was die Helferinnen und Helfer von Feuerwehren, THW, DRK, DLRG, all den anderen Hilfsorganisationen sowie Polizeien und Bundeswehr, unterstützt von vielen freiwilligen Helfern, an den Deichen, beim Retten von Hab und Gut, von Menschen und Tieren und nun auch beim Aufräumen und Beseitigen der schlimmsten Schäden leisten. Ihnen allen gilt unser Dank. Den möchte ich ausdrücklich für meine Fraktion, die Sozialdemokraten im Deutschen Bundestag, aussprechen. Auch den Mitarbeitern vom BBK, in den Krisenstäben, in den Wasserbehörden und in anderen Ämtern, die oft vergessen werden, gilt unser Dank.

Solidarität, das Zusammenstehen, nicht das Schauen auf den eigenen Vorteil, sondern die uneigennützige Hilfe für den Nächsten, das ist es, was uns zusammenhält. Das sind übrigens die gleichen Werte, die meine Partei 150 Jahre geprägt haben. Wenn uns wieder einmal etwas deutlich gemacht hat, wie wichtig das Wir für unser Land ist, dann ist es diese Flutkatastrophe. Die Betroffenen brauchen unsere Solidarität bei der Beseitigung der Schäden und beim Wiederaufbau. Deshalb haben wir den Entwurf eines Gesetzes zur Errichtung eines Hilfsfonds mit eingebracht. Wir werden ihm zustimmen.

Was allerdings auf unsere Kritik stößt, ist die Art und Weise, wie die Bundesregierung den Hilfsfonds finanzieren will. Sie finanziert ihn mit neuen Schulden, also auf Pump. Wenn wir 2002 genauso gehandelt hätten - Sie haben damals übrigens gefordert: ""Macht es doch auf Pump!"" -, dann müssten wir heute noch die Schulden des damaligen Hilfsfonds abbezahlen, und das zu einem Zeitpunkt, wo wir erneut einen brauchen.",Gerold Reichenbach,,data/txt/17251.txt,Gerold Reichenbach (SPD),spd,speech
463406,251,17,0,21,Beifall bei der SPD,,,data/txt/17251.txt,,,poi
463407,251,17,0,22,"Ihr Haushalt war verfassungswidrig, Sie Witzbold!",Patrick Döring,,data/txt/17251.txt,Patrick Döring [FDP],fdp,poi
463408,251,17,0,23,"Meine Damen und Herren von der FDP, Sie haben damals übrigens Ihre Zustimmung den Opfern an der Elbe verweigert. Das ist vielen in Erinnerung geblieben.",Gerold Reichenbach,,data/txt/17251.txt,Gerold Reichenbach (SPD),spd,speech
463409,251,17,0,24,Beifall bei der SPD,,,data/txt/17251.txt,,,poi
463410,251,17,0,25,Sie haben einen verfassungswidrigen Haushalt vorgelegt!,Patrick Döring,,data/txt/17251.txt,Patrick Döring [FDP],fdp,poi
463411,251,17,0,26,"Mit Ihrem schuldenfinanzierten Hilfsfonds bürden Sie zukünftigen Generationen, die ohnehin die Kosten der Folgen des Klimawandels zu tragen haben, zusätzliche Lasten auf. Das ist nicht nachhaltig.",Gerold Reichenbach,,data/txt/17251.txt,Gerold Reichenbach (SPD),spd,speech
463412,251,17,0,27,Warum haben Sie dann im Haushaltsausschuss zugestimmt?,Patrick Döring,,data/txt/17251.txt,Patrick Döring [FDP],fdp,poi
463413,251,17,0,28,Wir werden den Betroffenen trotzdem die Solidarität nicht versagen.,Gerold Reichenbach,,data/txt/17251.txt,Gerold Reichenbach (SPD),spd,speech
463414,251,17,0,29,Trotzdem!,Patrick Döring,,data/txt/17251.txt,Patrick Döring [FDP],fdp,poi
