id,sitzung,wahlperiode,in_writing,sequence,text,speaker_cleaned,speaker_fp,filename,speaker,speaker_party,type
33714,10,17,0,0,"Die Sitzung ist eröffnet.

Guten Morgen, liebe Kolleginnen und Kollegen! Ich begrüße Sie herzlich.

Ich rufe den Tagesordnungspunkt 13 auf:

a)	-	Zweite und dritte Beratung des von den Fraktionen der CDU/CSU und der FDP eingebrachten Entwurfs eines Gesetzes zur Beschleunigung des Wirtschaftswachstums (Wachstumsbeschleunigungsgesetz)

- Drucksache 17/15 -

Beschlussempfehlung und Bericht des Finanzausschusses (7. Ausschuss)

- Drucksachen 17/138, 17/147 -

Berichterstattung:

Abgeordnete Leo Dautzenberg

Lothar Binding (Heidelberg)

Carl-Ludwig Thiele

Dr. Barbara Höll

Dr. Thomas Gambke

-	Bericht des Haushaltsausschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung

- Drucksache 17/142 -

Berichterstattung:

Abgeordnete Norbert Barthle

Carsten Schneider (Erfurt)

Otto Fricke

Roland Claus

Alexander Bonde

b)		Beratung der Beschlussempfehlung und des Berichts des Finanzausschusses (7. Ausschuss) zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN

Soziale Gerechtigkeit statt Klientelpolitik

- Drucksachen 17/16, 17/138 -

Berichterstattung:

Abgeordnete Leo Dautzenberg

Lothar Binding (Heidelberg)

Carl-Ludwig Thiele

Dr. Barbara Höll

Dr. Thomas Gambke

Zu dem Gesetzentwurf der Fraktionen der CDU/CSU und der FDP liegen ein Änderungsantrag der Fraktion der SPD, zwei Änderungsanträge der Fraktion Die Linke sowie drei Änderungsanträge der Fraktion Bündnis 90/ Die Grünen vor. Über den Gesetzentwurf und vier Änderungsanträge werden wir später in insgesamt fünf namentlichen Abstimmungen Beschluss fassen.

Nach einer interfraktionellen Vereinbarung sind für die Aussprache 90 Minuten vorgesehen. - Ich höre keinen Widerspruch. Dann können wir so verfahren.

Ich eröffne die Aussprache und erteile das Wort dem Kollegen Dr. Hans Michelbach für die CDU/CSU-Fraktion.",Dr. Norbert Lammert,,data/txt/17010.txt,Präsident Dr. Norbert Lammert,,chair
33715,10,17,0,1,Beifall bei der CDU/CSU und der FDP,,,data/txt/17010.txt,,,poi
33716,10,17,0,2,,Dr. Norbert Lammert,,data/txt/17010.txt,Präsident Dr. Norbert Lammert,,chair
33717,10,17,0,3,Herr Präsident! Liebe Kolleginnen und Kollegen! In Krisenzeiten ist Optimismus Pflicht. In Krisenzeiten ist vor allem Entschlossenheit Pflicht. Mit dem Wachstumsbeschleunigungsgesetz und den schon beschlossenen Maßnahmen entlasten wir die Bürgerinnen und Bürger sowie die Betriebe zum 1. Januar 2010 um 22 Milliarden Euro. Damit beweist die Koalition schnell und entschlossen Handlungsfähigkeit.,Dr. h. c. Hans Michelbach,,data/txt/17010.txt,Dr. h. c. Hans Michelbach (CDU/CSU),cducsu,speech
33718,10,17,0,4,Beifall bei der CDU/CSU und der FDP,,,data/txt/17010.txt,,,poi
33719,10,17,0,5,Zurufe von der LINKEN,,,data/txt/17010.txt,,,poi
33720,10,17,0,6,"Wir setzen unsere Konzeption zur Krisenbewältigung durch Wachstum entschlossen um. Es ist eine ökonomische Grundwahrheit: ohne Wachstum keine Nachfragebelebung, ohne Wachstum keine Arbeitsplätze, ohne Wachstum keine Kaufkraftmehrung, ohne Wachstum keine Investitionen und ohne Wachstum letzten Endes natürlich auch keine Haushaltskonsolidierung.",Dr. h. c. Hans Michelbach,,data/txt/17010.txt,Dr. h. c. Hans Michelbach (CDU/CSU),cducsu,speech
33721,10,17,0,7,Das glauben Ihre eigenen Leute nicht!,Jürgen Trittin,,data/txt/17010.txt,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN],gruene,poi
33722,10,17,0,8,"Diese Wachstumsziele steuern wir mit dem vorliegenden Wachstumsbeschleunigungsgesetz konstruktiv an. Mit dem Wachstumsbeschleunigungsgesetz werden Bürgerinnen und Bürger und Betriebe um 8,5 Milliarden Euro entlastet.",Dr. h. c. Hans Michelbach,,data/txt/17010.txt,Dr. h. c. Hans Michelbach (CDU/CSU),cducsu,speech
33723,10,17,0,9,Mit Schulden!,Hubertus Heil,,data/txt/17010.txt,Hubertus Heil [Peine] [SPD],spd,poi
33724,10,17,0,10,"Das ist ein wesentlicher Schritt, um diese Wachstumsziele zu erreichen.",Dr. h. c. Hans Michelbach,,data/txt/17010.txt,Dr. h. c. Hans Michelbach (CDU/CSU),cducsu,speech
33725,10,17,0,11,Beifall bei der CDU/CSU und der FDP,,,data/txt/17010.txt,,,poi
33726,10,17,0,12,"Natürlich müssen wir die einzelnen Entlastungen auch einzeln bewerten.

Im Mittelpunkt steht die Frage, wie wir den Familien helfen können. Zur steuerlichen Entlastung und Förderung der Familien mit Kindern unter besonderer Berücksichtigung der Aufwendungen der Familien für Betreuung, Erziehung und Ausbildung werden die Kinderfreibeträge von 6 024 Euro auf 7 008 Euro ab dem Veranlagungszeitraum 2010 angehoben. Um Familien in unteren Einkommensbereichen zu fördern, wird zugleich zum 1. Januar 2010 das Kindergeld für jedes zu berücksichtigende Kind um 20 Euro erhöht. Dabei ist die Entlastungswirkung von 4,6 Milliarden Euro sozial absolut ausgewogen.",Dr. h. c. Hans Michelbach,,data/txt/17010.txt,Dr. h. c. Hans Michelbach (CDU/CSU),cducsu,speech
33727,10,17,0,13,Beifall bei der CDU/CSU und der FDP,,,data/txt/17010.txt,,,poi
33728,10,17,0,14,Widerspruch bei Abgeordneten der SPD und der LINKEN,,,data/txt/17010.txt,,,poi
33729,10,17,0,15,"Nein, überhaupt nicht! Falsch!",Nicolette Kressl,,data/txt/17010.txt,Nicolette Kressl [SPD],spd,poi
33730,10,17,0,16,"Die Hauptentlastung entfällt mit 4,2 Milliarden Euro auf die Empfänger von Kindergeld und nur der Rest von 400 Millionen Euro auf den Freibetrag. Das ist die Wahrheit, meine Damen und Herren.",Dr. h. c. Hans Michelbach,,data/txt/17010.txt,Dr. h. c. Hans Michelbach (CDU/CSU),cducsu,speech
33731,10,17,0,17,Beifall bei der CDU/CSU und der FDP,,,data/txt/17010.txt,,,poi
33732,10,17,0,18,Rechnen Sie da noch einmal nach!,Lothar Binding,,data/txt/17010.txt,Lothar Binding [Heidelberg] [SPD],spd,poi
33733,10,17,0,19,Eine Neiddebatte ist hier völlig fehl am Platz.,Dr. h. c. Hans Michelbach,,data/txt/17010.txt,Dr. h. c. Hans Michelbach (CDU/CSU),cducsu,speech
33734,10,17,0,20,Widerspruch der Abg. Dr. Barbara Hendricks [SPD],,,data/txt/17010.txt,,,poi
33735,10,17,0,21,"Dieses Vorgehen entspricht nämlich dem Grundsatz des Lohnabstandsgebots und unserem politischen Willen, dass sich Leistung in dieser Nation, in Deutschland, wieder lohnen muss. Das ist die Botschaft und die Aufgabe, die wir damit ausdrücken.",Dr. h. c. Hans Michelbach,,data/txt/17010.txt,Dr. h. c. Hans Michelbach (CDU/CSU),cducsu,speech
33736,10,17,0,22,Beifall bei der CDU/CSU und der FDP,,,data/txt/17010.txt,,,poi
33737,10,17,0,23,10 Euro ins Phrasenschwein!,Hubertus Heil,,data/txt/17010.txt,Hubertus Heil [Peine] [SPD],spd,poi
33738,10,17,0,24,"Dies ist auch verfassungsgemäß. Es gibt nämlich den verfassungsgemäßen Anspruch der Steuerzahler auf einen Freibetrag in Höhe des Existenzminimums. Ich freue mich, dass wir jetzt das Existenzminimum der Kinder an das der Erwachsenen annähern. Das gewichtet die Familienpolitik, das gewichtet auch die Kinder in unserer Gesellschaft, und das ist der richtige Weg, meine Damen und Herren.",Dr. h. c. Hans Michelbach,,data/txt/17010.txt,Dr. h. c. Hans Michelbach (CDU/CSU),cducsu,speech
33739,10,17,0,25,Beifall bei Abgeordneten der CDU/CSU und der FDP,,,data/txt/17010.txt,,,poi
33740,10,17,0,26,Quatsch!,Britta Haßelmann,,data/txt/17010.txt,Britta Haßelmann [BÜNDNIS 90/ DIE GRÜNEN],gruene,poi
33741,10,17,0,27,"Es handelt sich auch nicht um eine staatliche Transferleistung, sondern es findet lediglich eine geringere Belastung des selbst erwirtschafteten Erwerbseinkommens statt.

Die CDU/CSU betreibt damit keine Klientelpolitik, und sie fördert auch keine soziale Kälte. Vielmehr ist steuerliche Entlastung und Förderung von Familien nach dem Leistungsprinzip der richtige Weg. Wir wollen nämlich Leistung immer wieder belohnen.",Dr. h. c. Hans Michelbach,,data/txt/17010.txt,Dr. h. c. Hans Michelbach (CDU/CSU),cducsu,speech
33742,10,17,0,28,Beifall bei Abgeordneten der CDU/CSU und der FDP,,,data/txt/17010.txt,,,poi
33743,10,17,0,29,"Ein weiterer Punkt ist die Korrektur der krisenverschärfenden Unternehmensbesteuerung. Den Unternehmen helfen wir durch dringend notwendige Korrekturen im Bereich der Unternehmensbesteuerung und auch im Bereich der Erbschaftsteuer, die so nicht voraussehbar gewesene dramatische Wirtschaftskrise besser zu überwinden und zu meistern. Die von Steinbrück damals vorgeschlagene Substanzbesteuerung wirkt eben für viele Betriebe krisenverschärfend und gefährdet in dieser Zeit Arbeitsplätze.",Dr. h. c. Hans Michelbach,,data/txt/17010.txt,Dr. h. c. Hans Michelbach (CDU/CSU),cducsu,speech
33744,10,17,0,30,Das können Sie doch selber nicht glauben!,Dr. Barbara Hendricks,,data/txt/17010.txt,Dr. Barbara Hendricks [SPD],spd,poi
33745,10,17,0,31,"Wir haben versprochen, im Falle einer Koalition mit der FDP diesen steuerpolitischen Irrweg zu verändern. Dieses Versprechen lösen wir heute ein.",Dr. h. c. Hans Michelbach,,data/txt/17010.txt,Dr. h. c. Hans Michelbach (CDU/CSU),cducsu,speech
33746,10,17,0,32,Beifall bei der CDU/CSU und der FDP,,,data/txt/17010.txt,,,poi
33747,10,17,0,33,Unglaublich!,Nicolette Kressl,,data/txt/17010.txt,Nicolette Kressl [SPD],spd,poi
33748,10,17,0,34,Mit so einem Pipifax!,Joachim Poß,,data/txt/17010.txt,Joachim Poß [SPD],spd,poi
33749,10,17,0,35,Weitere Zurufe von der SPD,,,data/txt/17010.txt,,,poi
33750,10,17,0,36,"Die zeitliche Beschränkung bei der mit dem Bürgerentlastungsgesetz eingeführten körperschaftsteuerlichen Sanierungsklausel wird aufgehoben, Verlustvorträge im Sanierungsfall bleiben damit unbefristet erhalten. Dies fördert die Bereitschaft, in Schwierigkeiten geratene Unternehmen zu sanieren, rettet Arbeitsplätze und setzt neue Wachstumsimpulse frei.

Wir müssen gerade in dieser Zeit für die Bestandserhaltung unserer Betriebe werben. Dafür muss letztlich die Politik die Rahmenbedingungen setzen. Das ist die Aufgabe, die wir heute haben. Zunächst einmal muss gelten, Betriebe sanierungsfähig zu halten, bevor man sie aus rein fiskalischen Gründen letztlich in die Insolvenz schickt. Das ist die Aufgabe, die wir haben.",Dr. h. c. Hans Michelbach,,data/txt/17010.txt,Dr. h. c. Hans Michelbach (CDU/CSU),cducsu,speech
33751,10,17,0,37,Beifall bei der CDU/CSU und der FDP,,,data/txt/17010.txt,,,poi
33752,10,17,0,38,Zurufe von der SPD,,,data/txt/17010.txt,,,poi
