id,sitzung,wahlperiode,in_writing,sequence,text,speaker_cleaned,speaker_fp,filename,speaker,speaker_party,type
470147,4,18,0,0,"Die Sitzung ist eröffnet. Nehmen Sie bitte Platz.

Guten Morgen, liebe Kolleginnen und Kollegen! Ich begrüße Sie herzlich zu unserer 4. Sitzung.

Vor Eintritt in die Tagesordnung möchte ich Sie mit Blick auf die weiteren Plenarsitzungen dieser Woche darüber informieren, dass wir morgen um 9 Uhr mit einer Regierungserklärung der Bundeskanzlerin zum Europäischen Rat am 19. und 20. Dezember 2013, also noch in dieser Woche, beginnen. Am Donnerstag beginnt das Plenum um 10 Uhr. An diesem Tag werden wir neben der Wahl der oder des Beauftragten für Datenschutz verschiedene Vorlagen aus dem Hause, darunter auch Gesetzesinitiativen, behandeln.

Liebe Kolleginnen und Kollegen, vor wenigen Tagen hat die ganze Welt Abschied genommen von Nelson Mandela. Wir verdanken ihm viel. Sein Vorbild im Kampf gegen Rassismus und Unterdrückung, aber auch sein bewundernswerter Beitrag zur friedlichen Entwicklung seines Landes waren eine historische Demonstration dafür, welche Entwicklung Befreiungs- und Demokratisierungsprozesse nehmen können, wenn sie von Persönlichkeiten von seiner Kraft, seiner Ausstrahlung, aber auch seiner Versöhnungsbereitschaft geprägt werden.

Nelson Mandela gehörte zu den wenigen ausländischen Staatsgästen, die vor dem Deutschen Bundestag gesprochen haben. Seine Rede und seine persönliche Ausstrahlung haben alle, die im Mai 1996 dabei waren, tief beeindruckt. Das universelle menschliche Ideal, hat Nelson Mandela damals in Bonn im Plenarsaal des Bundestages gesagt, sei

ein Ideal, das in einem Augenblick in Reichweite erscheint und dann wiederum einem Traum auf einem langen Weg gleicht, wo die Horizonte nicht mehr sind als die vage und verschwommene Vorstellung von Propheten.

Nelson Mandela hat dafür gesorgt, dass das Ideal und seine Universalität nähergerückt sind. Dafür sind wir ihm dankbar. Wir werden ihn nicht vergessen. Bitte erheben Sie sich zum Zeichen des Respekts für einen Augenblick von Ihren Plätzen.",Dr. Norbert Lammert,,data/txt/18004.txt,Präsident Dr. Norbert Lammert,,chair
470148,4,18,0,1,Die Anwesenden erheben sich,,,data/txt/18004.txt,,,poi
470149,4,18,0,2,"Herzlichen Dank.

Wir kommen nun zu unserem Tagesordnungspunkt 1:

Wahl der Bundeskanzlerin",Dr. Norbert Lammert,,data/txt/18004.txt,Präsident Dr. Norbert Lammert,,chair
470150,4,18,0,3,"Gemäß Artikel 63 Absatz 1 des Grundgesetzes für die Bundesrepublik Deutschland schlage ich dem Deutschen Bundestag vor, Frau Dr. Angela Merkel zur Bundeskanzlerin zu wählen.",Der Herr Bundespräsident hat mir hierzu mitgeteilt,,data/txt/18004.txt,Der Herr Bundespräsident hat mir hierzu mitgeteilt,,speech
470151,4,18,0,4,Beifall bei der CDU/CSU und der SPD,,,data/txt/18004.txt,,,poi
470152,4,18,0,5,- Der demonstrative Beifall ersetzt die Wahl nicht.,Der Herr Bundespräsident hat mir hierzu mitgeteilt,,data/txt/18004.txt,Der Herr Bundespräsident hat mir hierzu mitgeteilt,,speech
470153,4,18,0,6,Heiterkeit,,,data/txt/18004.txt,,,poi
470154,4,18,0,7,"Deswegen darf ich Ihnen für den anschließenden Wahlgang noch einige Hinweise geben. Zur Wahl sind die Stimmen der Mehrheit der Mitglieder des Bundestages, das heißt mindestens 316 Stimmen, erforderlich. Nach unserer Geschäftsordnung wird die Bundeskanzlerin mit verdeckten Stimmkarten, also geheim, gewählt. Sie benötigen für diese Wahl Ihren Wahlausweis aus Ihrem Stimmkartenfach in der Lobby. Bitte kontrollieren Sie, ob der Wahlausweis Ihren Namen trägt. Die Stimmkarte und den amtlichen Wahlumschlag erhalten Sie nach Aufruf Ihres Namens von den Schriftführerinnen und Schriftführern an den Ausgabetischen hier oben links und rechts neben den Wahlkabinen. Ich bitte Sie, von Ihren Plätzen aus über die seitlichen Zugänge und nicht durch den Mittelgang zu den Ausgabetischen zu gehen. Wir haben das alles mehrfach durchgeprobt; es geht so am zügigsten.

Sie dürfen Ihre Stimmkarte nur in der Wahlkabine ankreuzen und müssen die Stimmkarte ebenfalls noch in der Wahlkabine in den Umschlag legen. Danach gehen Sie bitte zu den Wahlurnen hier vor dem Rednerpult. Die Schriftführerinnen und Schriftführer sind verpflichtet, jeden zurückzuweisen, der seine Stimmkarte außerhalb der Wahlkabine kennzeichnet oder in den Umschlag legt. Gegebenenfalls kann die Stimmabgabe vorschriftsmäßig wiederholt werden.

Gültig sind nur Stimmkarten mit einem Kreuz bei ja, nein oder enthalte mich.

Bevor Sie die Stimmkarte in eine der Wahlurnen werfen, übergeben Sie bitte Ihren Wahlausweis einer der Schriftführerinnen oder einem der Schriftführer an der Wahlurne. Der Nachweis der Teilnahme an der Wahl kann nur durch die Abgabe eines Wahlausweises erbracht werden.

Ich bitte jetzt die eingeteilten Schriftführerinnen und Schriftführer, die vorgesehenen Plätze einzunehmen. Die beiden Schriftführer neben mir werden nun Ihre Namen in alphabetischer Reihenfolge aufrufen. Ich bitte Sie, den Namensaufruf zu verfolgen und sich nach dem Aufruf Ihres Namens zur Entgegennahme der Stimmkarte zu den Ausgabetischen vor den Wahlkabinen zu begeben.

Ich habe den Eindruck, dass die Plätze mit den Schriftführerinnen und Schriftführern besetzt sind. - Es fehlt hier vorne noch eine Schriftführerin von den Grünen. - Jetzt sind sie komplett.

Der Wahlgang ist eröffnet. Ich bitte, mit dem Namens-aufruf zu beginnen.",Der Herr Bundespräsident hat mir hierzu mitgeteilt,,data/txt/18004.txt,Der Herr Bundespräsident hat mir hierzu mitgeteilt,,speech
470155,4,18,0,8,Namensaufruf und Wahl,,,data/txt/18004.txt,,,poi
470156,4,18,0,9,"Liebe Kolleginnen und Kollegen, der Namensaufruf ist beendet. Ich würde mich gerne vergewissern, ob alle Kolleginnen und Kollegen ihre Stimme abgegeben haben. - Ich frage noch einmal, ob jemand seine Stimme noch nicht abgegeben hat. - Ich schließe hiermit den Wahlgang.

Für die Auszählung der Stimmen unterbreche ich die Sitzung für etwa 20 Minuten. Den Wiederbeginn der Sitzung machen wir dann auf üblichem Wege durch Klingelsignale bekannt.

Die Sitzung ist unterbrochen.",Der Herr Bundespräsident hat mir hierzu mitgeteilt,,data/txt/18004.txt,Der Herr Bundespräsident hat mir hierzu mitgeteilt,,speech
