id,sitzung,wahlperiode,in_writing,sequence,text,speaker_cleaned,speaker_fp,filename,speaker,speaker_party,type
306698,166,17,0,0,"Guten Morgen, liebe Kolleginnen und Kollegen! Die Sitzung ist eröffnet.

Ich rufe den Tagesordnungspunkt 26 a und b auf:

a)	Erste Beratung des von den Fraktionen der CDU/CSU und FDP eingebrachten Entwurfs eines Gesetzes zur Änderung des Rechtsrahmens für Strom aus solarer Strahlungsenergie und zu weiteren Änderungen im Recht der erneuerbaren Energien

- Drucksache 17/8877 -

Überweisungsvorschlag:

Ausschuss für Umwelt, Naturschutz und Reaktorsicherheit (f)

Finanzausschuss

Ausschuss für Wirtschaft und Technologie

Ausschuss für Ernährung, Landwirtschaft und Verbraucherschutz

Haushaltsausschuss

b)	Beratung des Antrags der Abgeordneten Ralph Lenkert, Jan Korte, Dorothée Menzner, weiterer Abgeordneter und der Fraktion DIE LINKE

Mut zum Aufbruch ins solare Zeitalter

- Drucksache 17/8892 -

Überweisungsvorschlag:

Ausschuss für Umwelt, Naturschutz und Reaktorsicherheit (f)

Ausschuss für Wirtschaft und Technologie

Ausschuss für Arbeit und Soziales

Ausschuss für Verkehr, Bau und Stadtentwicklung

Haushaltsausschuss

Nach einer interfraktionellen Vereinbarung sind für die Aussprache eineinhalb Stunden vorgesehen. - Ich höre keinen Widerspruch. Dann ist das so beschlossen.

Ich eröffne die Aussprache und erteile der Parlamentarischen Staatssekretärin Katherina Reiche für die Bundesregierung das Wort.",Dr. h. c. Wolfgang Thierse,,data/txt/17166.txt,Vizepräsident Dr. h. c. Wolfgang Thierse,,chair
306699,166,17,0,1,Beifall bei der CDU/CSU und der FDP,,,data/txt/17166.txt,,,poi
306700,166,17,0,2,,Dr. h. c. Wolfgang Thierse,,data/txt/17166.txt,Vizepräsident Dr. h. c. Wolfgang Thierse,,chair
306701,166,17,0,3,Herr Präsident! Meine Damen und Herren! Liebe Kolleginnen und Kollegen! Wir haben bemerkenswerte Wochen hinter uns. Was gab es nicht alles für Vorwürfe? Kahlschlag! Ausstieg! Deindustrialisierung!,Katherina Reiche,,data/txt/17166.txt,"Katherina Reiche, Parl. Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,speech
306702,166,17,0,4,Jetzt kommt Kahlschlag-Katherina!,Jürgen Trittin,,data/txt/17166.txt,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN],gruene,poi
306703,166,17,0,5,Die Empörungskurve der Opposition kennt keine Grenzen.,Katherina Reiche,,data/txt/17166.txt,"Katherina Reiche, Parl. Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,speech
306704,166,17,0,6,Nicht nur der Opposition!,Ulrich Kelber,,data/txt/17166.txt,Ulrich Kelber [SPD],spd,poi
306705,166,17,0,7,"Leider ist die Lernkurve der Opposition, bei SPD und Grünen, bei weitem schwächer als die Lernkurve der Photovoltaik.",Katherina Reiche,,data/txt/17166.txt,"Katherina Reiche, Parl. Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,speech
306706,166,17,0,8,Beifall bei der CDU/CSU und der FDP,,,data/txt/17166.txt,,,poi
306707,166,17,0,9,"Bundesumweltminister Röttgen hat in der Aktuellen Stunde in der letzten Woche darauf hingewiesen, dass die Vorwürfe falsch sind. Sie waren schon damals falsch, sie sind jetzt falsch, und sie werden auch durch permanente Wiederholung nicht richtiger.",Katherina Reiche,,data/txt/17166.txt,"Katherina Reiche, Parl. Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,speech
306708,166,17,0,10,"Gestern falsch, heute falsch und übermorgen auch!",Jürgen Trittin,,data/txt/17166.txt,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN],gruene,poi
306709,166,17,0,11,"Was sind die Fakten? Die Photovoltaik ist in Deutschland in einem Ausmaß gewachsen, wie es in dieser Geschwindigkeit niemand für möglich gehalten hätte. Seit Ende 2009 hat sich die installierte Leistung verdreifacht. 25 Gigawatt haben wir mittlerweile in Deutschland, und allein 2011 sind 7 500 Megawatt installiert worden. 2010 und 2011 konnten wir erneut die Einspeisevergütung absenken - und das zu Recht.

Ein Wort zur SPD. Umweltminister Gabriel hat in der Großen Koalition verpasst, eine schon damals überfällige Schlankheitskur durchzusetzen. Stattdessen gab es noch einmal einen großen Schluck aus der Förderpulle. Diese Überförderung mussten wir abbauen - zum Wohle der Stromkunden und zum Wohle der Verbraucherinnen und Verbraucher;",Katherina Reiche,,data/txt/17166.txt,"Katherina Reiche, Parl. Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,speech
306710,166,17,0,12,Zum Wohle der chinesischen Industrie!,Dr. Hermann E. Ott,,data/txt/17166.txt,Dr. Hermann E. Ott [BÜNDNIS 90/DIE GRÜNEN],gruene,poi
306711,166,17,0,13,denn ein Massenmarkt kann nicht dauerhaft durch Subventionen gespeist werden.,Katherina Reiche,,data/txt/17166.txt,"Katherina Reiche, Parl. Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,speech
306712,166,17,0,14,Beifall bei Abgeordneten der CDU/CSU und der FDP,,,data/txt/17166.txt,,,poi
306713,166,17,0,15,"Man kann auch sagen, dass die Photovoltaik erwachsen geworden ist. Wenn man erwachsen ist, dann muss man Verantwortung übernehmen und auf eigenen Füßen stehen.",Katherina Reiche,,data/txt/17166.txt,"Katherina Reiche, Parl. Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,speech
306714,166,17,0,16,Oh! Das sind Sätze wie in Stein gemeißelt!,Jürgen Trittin,,data/txt/17166.txt,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN],gruene,poi
