id,sitzung,wahlperiode,in_writing,sequence,text,speaker_cleaned,speaker_fp,filename,speaker,speaker_party,type
480794,13,18,0,0,"Die Sitzung ist eröffnet.

Ich rufe den Tagesordnungspunkt 1 auf:

Befragung der Bundesregierung

Die Bundesregierung hat als Thema der heutigen Kabinettssitzung mitgeteilt: 17. Bericht der Bundesregierung zur Auswärtigen Kultur- und Bildungspolitik.

Das Wort für den einleitenden fünfminütigen Bericht hat die Staatsministerin im Auswärtigen Amt, Frau Dr. Maria Böhmer.",Peter Hintze,,data/txt/18013.txt,Vizepräsident Peter Hintze,,chair
480795,13,18,0,1,"Herzlichen Dank, Herr Präsident. - Liebe Kolleginnen und Kollegen! Der 17. Bericht der Bundesregierung zur Auswärtigen Kultur- und Bildungspolitik stand heute zur Beratung im Bundeskabinett an. Bevor ich darüber berichte, möchte ich eine kurze Vorbemerkung machen, die Sie alle sicherlich nicht überrascht. Ich habe das Amt neu übernommen und freue mich auf eine gute Zusammenarbeit. Mir wurde von vielen berichtet, wie intensiv die Zusammenarbeit gerade im Bereich der Auswärtigen Kultur- und Bildungspolitik ist. Vor diesem Hintergrund habe ich mit besonderer Neugierde diesen Bericht gelesen. Ich muss sagen, ich fand ihn nicht nur spannend, sondern ich bin begeistert. Sie sehen, ich freue mich, mit Ihnen, und zwar nicht nur mit den Personen, die ich gut kenne, zusammenzuarbeiten. Ich glaube nämlich, dieser Bericht ist eine gute Grundlage für die weitere Zusammenarbeit.

Dieser Bericht zeigt in der Tat gerade angesichts großer Konfliktsituationen und Krisen, wie wichtig die Beiträge der Auswärtigen Kultur- und Bildungspolitik sind: Denn die Auswärtige Kultur- und Bildungspolitik kann zur Bewältigung von Krisen- und Konfliktsituationen beitragen. Es geht uns dabei um eine langfristige und nachhaltige Partnerschaft.

Natürlich ist es auch wichtig, den Bildungs- und Wissenschaftsstandort Deutschland zu fördern. Denn damit wird unsere wichtigste Ressource, nämlich Bildung, gesichert.

Wir haben - das dürfte uns alle sehr freuen - jüngst durch mehrere Studien erneut erfahren, dass Deutschland in der Welt sehr angesehen ist. Dieses Ansehen müssen wir weiter stärken. Vertrauenswürdigkeit, Verlässlichkeit und Zukunftsorientierung, aber auch Innovationsfreundlichkeit werden uns zugeschrieben.

Ich lege ein besonderes Augenmerk auf die Willkommenskultur. Nachdem wir in der letzten Legislaturperiode die Weichen dafür hier im Land gestellt haben, ist es auch sehr sinnvoll, mit aller Kraft und Kreativität die Möglichkeiten der Auswärtigen Kultur- und Bildungspolitik auszuloten und zu nutzen, um die Willkommenskultur weiter voranzubringen. Für die Arbeit im Bundestag ist eines entscheidend: Manch einer hat mir gesagt: Es gibt hier eine sogenannte Große Koalition, wenn es um Kultur- und Bildungspolitik geht. - Ich würde sagen: Es gibt hierbei eine Allparteienkoalition. Ich sage rückblickend herzlichen Dank an alle, die sich so intensiv eingebracht haben.

Auswärtige Kultur- und Bildungspolitik zielt auf nachhaltige Netzwerke und langfristige Partnerschaften. Gerade wenn es um Globalisierung geht, ist dies besonders wichtig.

Für mich war der Ausbau der Schulen im Ausland sehr beeindruckend. Die Partnerschulinitiative PASCH gibt es seit 2007. Sie wurde damals von der Großen Koalition ins Leben gerufen und hat sich sehr gut weiterentwickelt. Sie nimmt eine wichtige Brückenfunktion ein. Dazu gehört auch die Verabschiedung des Auslandsschulgesetzes in der letzten Legislaturperiode. Hier erinnere ich an meine Vorgängerin, Cornelia Pieper, die mir dieses Thema noch einmal in den Blick gerückt hat. Ich weiß, dass sie hier viel Unterstützung erfahren hat.

Eine Brückenfunktion nimmt auch der Studentenaustausch ein. Jetzt richte ich den Blick ganz besonders auf die Kolleginnen und Kollegen hier im Parlament. Es geht ja darum, dass wir ausreichende finanzielle Mittel zur Verfügung haben. Es sollte - das hat sich ja sehr bewährt - alles darangesetzt werden, dass es hier nicht zu den Kürzungen kommt, die bisher im Haushaltsentwurf vorgesehen sind.

Die Anziehungskraft des Wissenschaftsstandorts Deutschland weiter zu erhöhen, ist ein Ziel unserer Arbeit. Wir stehen im globalen Wettbewerb um die klugen Köpfe. Ich finde, wir müssen alle Anstrengungen unternehmen, um in diesem Wettbewerb gut abzuschneiden. Dazu gehört auch die von Bund und Ländern entwickelte Strategie für die Internationalisierung der Hochschulen in Deutschland, die darauf zielt, diese Internationalisierung weiter zu stärken.

Was mich immer wieder freut, ist die starke Nachfrage nach Deutsch als Fremdsprache. Die Goethe-Institute setzen sich mit viel Begeisterung und viel Kraft dafür ein. Ich selbst habe es an etlichen Goethe-Instituten hautnah verfolgen können und war sehr angetan von der Initiative DEUTSCH 3.0, die jetzt ergriffen worden ist. Ob es um Asien, um Lateinamerika oder aktuell um die Vorbereitung des deutsch-russischen Jahres der Sprache und Literatur geht: All das hat, wie ich glaube, eine große Bedeutung.

Die größte Zahl der Deutschlerner findet sich, wenn wir den Blick auf die europäischen Nachbarländer richten, in Polen. Russland und Frankreich folgen in harter Konkurrenz. In Südeuropa ist die Nachfrage wirklich überschäumend: Die Goethe-Institute in Madrid und Barcelona platzen aus allen Nähten. Das relativiert vielleicht auch so manche Deutschland-Kritik, die wir in den Medien wahrnehmen. Die Menschen wenden sich in der Tat Deutschland zu, setzen auf uns als starken Partner. Das halte ich für eine ganz wichtige Botschaft. Das bedeutet natürlich auch, dass wir gerade in Zeiten, in denen in Europa eine Finanzkrise herrscht und man sich fragt, wie es weitergeht, die europäische Idee immer weiter tragen müssen. Dazu dient auch die Auswärtige Kultur- und Bildungspolitik, die wir entsprechend mit Leben füllen müssen.

Ich halte es für spannend, wenn man die Perspektiven der anderen kennenlernt, sie einbindet und damit ein größeres Verständnis erzeugt. Ich würde gerne den Satz, den ich in der deutschen Integrationspolitik gesetzt habe: Wir reden miteinander und nicht übereinander, auf die Auswärtige Kultur- und Bildungspolitik übertragen, bei der es schließlich darum geht, die Willkommenskultur zu festigen.

Wir haben 2014 ein wichtiges Gedenkjahr vor uns. Wir sollten es zur Erinnerung an den Ersten Weltkrieg, den Zweiten Weltkrieg und den Mauerfall vor 25 Jahren nutzen; denn Europa ist in der Tat die Antwort auf die damaligen Konflikte.

Wir sollten auch den arabischen Transformationsprozess weiter mit aller Kraft unterstützen.

Ich komme zu einem Thema, das gerade gestern im Gespräch mit dem marokkanischen Kulturminister noch einmal eine Rolle gespielt hat, nämlich die berufliche Bildung. Die Einrichtung der Zentralstelle für internationale Berufsbildungskooperation ist gelungen. Ich glaube, wir sollten offensiv unterstützen, dass berufliche Bildung in anderen Ländern zu einem Exportschlager wird, aber nicht im Sinne eines Überstülpens. Vielmehr sollten wir nach den jeweiligen Bedingungen fragen und daran anknüpfen.

Ich will auch hier im Deutschen Bundestag einen herzlichen Dank an alle Mittlerorganisationen sagen. Dazu gehören die sogenannten Flaggschiffe, das Goethe-Institut und der DAAD.

Weil wir in die Haushaltsberatungen gehen, zum Schluss dazu noch ein Wort: Die Haushaltseckwerte für 2013 wiesen den stolzen Betrag von 1,65 Milliarden Euro für die Auswärtige Kultur- und Bildungspolitik aus. Das Auswärtige Amt verfügte über einen Anteil von 787 Millionen Euro. Das sind Rekordwerte! Wir wissen, dass die Ansätze im ersten Entwurf des Haushalts 2014 jetzt nicht mehr so hoch sind. Das sollte uns gemeinsam herausfordern, genau hinzuschauen und zu einer vernünftigen, wirklich guten Grundlage für die Auswärtige Kultur- und Bildungspolitik zu kommen. Ich sage noch einmal: Ich freue mich auf die Zusammenarbeit. Jetzt bin ich gespannt auf die Diskussion.

Herzlichen Dank.",Dr. Maria Böhmer,,data/txt/18013.txt,"Dr. Maria Böhmer, Staatsministerin im Auswärtigen Amt",,speech
480796,13,18,0,2,Beifall bei der CDU/CSU und der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN,,,data/txt/18013.txt,,,poi
480797,13,18,0,3,,Dr. Maria Böhmer,,data/txt/18013.txt,"Dr. Maria Böhmer, Staatsministerin im Auswärtigen Amt",,speech
480798,13,18,0,4,"Danke. - Da die Auswärtige Kulturpolitik manchmal etwas zu kurz kommt, haben wir drei Minuten Redezeit dazugegeben, damit sie im Zusammenhang dargestellt werden konnte.",Peter Hintze,,data/txt/18013.txt,Vizepräsident Peter Hintze,,chair
480799,13,18,0,5,Danke!,Dr. Maria Böhmer,,data/txt/18013.txt,"Dr. Maria Böhmer, Staatsministerin",,poi
480800,13,18,0,6,Für alle!,Claudia Roth,,data/txt/18013.txt,Claudia Roth [Augsburg] [BÜNDNIS 90/DIE GRÜNEN],gruene,poi
480801,13,18,0,7,"Wir haben schon eine ganze Reihe von Wortmeldungen von sehr engagierten Kolleginnen und Kollegen: Dr. Dehm, Claudia Roth, Ulla Schmidt, Ernst Dieter Rossmann und Dr. Thomas Feist.

Das Wort hat jetzt also Kollege Dr. Dehm.",Peter Hintze,,data/txt/18013.txt,Vizepräsident Peter Hintze,,chair
480802,13,18,0,8,"Herr Präsident! Frau Staatsministerin, 2011 ist ein Paradigmenwechsel in der Auswärtigen Kulturpolitik eingetreten. Es geht nun weniger um einen ergebnisoffenen Austausch als um eine Eingliederung in die Ziele der Außenpolitik. Gegen diesen Paradigmenwechsel gab es kritische Einlassungen, auch von der von Ihnen so geschätzten Kollegin Schmidt. Von Ihnen, Frau Staatsministerin, würde ich gerne wissen: Wie wollen Sie das mit der Idee Europas - wobei ich hinzufügen möchte: Es gibt mehrere Ideen Europas - verbinden? Wie würden Sie das näher eingrenzen? Ich frage das insbesondere vor dem Hintergrund, dass die Idee Europas hier am Mikrofon schon einmal so vertreten wurde: Man spricht wieder deutsch in Europa. - Im Grunde ja weniger eine tastende, sondern mehr eine brachial-expansive Idee. Mich würde also sehr interessieren, wie Sie dazu stehen.

Im Koalitionsvertrag steht, dass Auswärtige Kultur- und Bildungspolitik auch als Instrument der Krisenprävention im weiteren Sinne zu verstehen ist - das ist für uns als Linke etwas alarmierend - und dass es um die Vermittlung der Werte Freiheit, Demokratie und Menschenrechte geht. Ich hätte ich mich gefreut, wenn im 100. Jahr nach Beginn des Ersten Weltkriegs im Koalitionsvertrag auch der Begriff Frieden gestanden hätte.

Das war meine erste Frage. Ich habe danach hoffentlich noch einmal die Gelegenheit, eine zweite zu stellen.",Dr. Diether Dehm,,data/txt/18013.txt,Dr. Diether Dehm (DIE LINKE),linke,speech
480803,13,18,0,9,"Lassen wir aber zunächst einmal die anderen Kolleginnen und Kollegen zu Wort kommen. Wir haben bereits einen Zuschlag von 39 Sekunden auf die Redezeit gegeben, um für ein bisschen Ausgleich zu sorgen. - Frau Staatsministerin, bitte.",Peter Hintze,,data/txt/18013.txt,Vizepräsident Peter Hintze,,chair
